"","Auditory","Haptic","Visual","Exclusivity"
"Auditory",1,-0.00850806287406835,0.0848656077633025,-0.409616069355066
"Haptic",-0.00850806287406835,1,0.441448353038195,-0.316526645488909
"Visual",0.0848656077633025,0.441448353038195,1,0.122472093977415
"Exclusivity",-0.409616069355066,-0.316526645488909,0.122472093977415,1
