"","Auditory","Haptic","Visual","Exclusivity"
"Auditory",1,-0.228016514144285,-0.513430415586499,-0.1733191875261
"Haptic",-0.228016514144285,1,0.193040172277538,-0.481783406951369
"Visual",-0.513430415586499,0.193040172277538,1,0.161825899462076
"Exclusivity",-0.1733191875261,-0.481783406951369,0.161825899462076,1
