id,file,normed,cat,word,wordcat,inflected_prop,conc_cat,main,Perceptualstrength,Exclusivity,Auditory,Haptic,Visual,SD_Auditory,SD_Haptic,SD_Visual,freq_lg10CD_SUBTLEXNL,freq_lg10WF_SUBTLEXNL,freq_CELEX_lem,inflected_adj_freq_lg10CD_SUBTLEXNL,AoA_Brysbaertetal2014,concrete_Brysbaertetal2014,known_Brysbaertetal2014,letters,phonemes_DUTCHPOND,orth_neighbours_DUTCHPOND,phon_neighbours_DUTCHPOND,a1,h1,v1,a2,h2,v2,a3,h3,v3,a4,h4,v4,a5,h5,v5,a6,h6,v6,a7,h7,v7,a8,h8,v8,a9,h9,v9,a10,h10,v10,English_Word_Lynott_Connell_2009_2013,English_Main_Lynott_Connell_2009_2013,English_Perceptualstrength_Lynott_Connell_2009_2013,English_Exclusivity_Lynott_Connell_2009_2013,English_Auditory_Lynott_Connell_2009_2013,English_Haptic_Lynott_Connell_2009_2013,English_Visual_Lynott_Connell_2009_2013,English_Letters_Lynott_Connell_2009_2013
517,2,Dut_Eng,Concept,richting,noun,NA,de,Visual,3.556,0.27,1.667,1.778,3.556,1.803,2.048,1.667,3.16,3.32,2.299,NA,8.5,2.67,100,8,6,1,1,0,5,4,0,0,0,3,4,4,2,4,4,0,2,5,5,1,5,2,0,5,0,0,2,3,0,3,NA,NA,NA,direction,Visual,2.294,0.427,2.294,1.412,4.059,9
518,3,Dut_Eng,Concept,riem,noun,NA,de,Visual,4.125,0.575,0.222,2.444,4.125,0.441,1.509,0.991,2.65,2.79,1.342,NA,6.87,4.73,100,4,3,6,12,0,1,5,1,2,3,0,0,NA,1,3,5,0,3,3,0,1,5,0,4,4,0,4,3,0,4,5,NA,NA,NA,belt,Visual,4.235,0.405,1,4.235,4.412,4
524,1,Dut_Eng,Concept,rok,noun,NA,de,Haptic,4,0.414,0.571,4,3.714,0.976,0.816,1.604,2.37,2.5,1.491,NA,5.63,4.53,100,3,3,24,28,2,4,2,2,3,1,0,5,5,0,3,4,0,4,5,0,5,5,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,skirt,Visual,3.765,0.494,0.706,3.765,4.882,5
525,3,Dut_Eng,Concept,rol,noun,NA,de,Visual,2.111,0.077,1.667,2,2.111,1.323,2.121,2.028,3.11,3.37,2.322,NA,7.09,4,100,3,3,20,19,2,5,5,2,0,3,0,5,0,1,2,0,0,0,0,4,4,5,1,1,1,2,0,2,3,1,3,NA,NA,NA,role,Visual,1.882,0.483,1.882,0.471,2.588,4
532,1,Dut_Eng,Concept,rots,noun,NA,de,Haptic,3.714,0.351,0.857,3.714,3.571,0.9,1.89,1.902,2.62,2.81,1.544,NA,6.4,4.73,100,4,4,8,8,2,5,4,2,3,2,0,5,5,1,3,4,0,5,5,0,0,0,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,rock,Visual,4.176,0.408,1.647,4.176,4.353,4
534,3,Dut_Eng,Concept,route,noun,NA,de,Visual,3.444,0.451,0.889,1.333,3.444,1.167,1.871,1.509,2.78,2.95,1.114,NA,8.96,3.53,100,5,4,5,7,0,5,5,2,1,3,0,0,5,2,4,3,0,0,0,3,1,4,0,0,3,1,1,4,0,0,4,NA,NA,NA,route,Visual,1.353,0.507,1.118,1.353,3.824,5
542,1,Dut_Eng,Concept,ruzie,noun,NA,de,Visual,3.714,0.149,3.571,2.286,3.714,1.618,1.604,1.113,3.25,3.45,1.634,NA,4.9,3.4,100,5,4,1,3,4,4,4,1,1,2,5,4,5,3,3,3,5,3,5,2,1,3,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,quarrel,Auditory,4.647,0.5,4.647,0.706,3.941,7
544,1,Dut_Eng,Concept,schade,noun,NA,de,Visual,3.571,0.076,3,2.857,3.571,1.633,1.069,0.976,3.02,3.14,1.602,NA,8.28,3.4,100,6,5,3,7,2,4,3,3,2,4,4,3,5,4,3,4,5,3,3,0,1,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,harm,Visual,2.882,0.326,2.882,2.765,3.647,4
546,2,Dut_Eng,Concept,schatting,noun,NA,de,Visual,2.333,0.118,1.667,1.667,2.333,1.658,2.121,1.732,1.85,1.9,1.114,NA,9.89,1.93,100,9,6,2,1,4,1,4,0,0,0,1,1,3,3,5,3,0,0,0,4,3,5,0,0,3,1,0,2,2,5,1,NA,NA,NA,estimate,Visual,1.588,0.27,1.588,1.588,2.706,8
549,3,Dut_Eng,Concept,schelp,noun,NA,de,Visual,3.556,0.227,1.889,1.889,3.556,2.205,1.616,1.667,1.6,1.78,0.954,NA,6.03,5,100,6,5,6,6,5,5,5,0,2,3,0,0,5,0,0,0,5,2,2,4,1,5,1,1,4,0,3,4,2,3,4,NA,NA,NA,shell,Visual,3.647,0.312,1.294,3.647,4.118,5
555,1,Dut_Eng,Concept,schok,noun,NA,de,Haptic,2.714,0.078,2.429,2.714,2.143,1.512,2.138,1.345,2.62,2.71,1.462,NA,8.22,3.33,100,5,4,6,11,2,5,2,3,3,2,2,0,3,3,5,4,5,0,0,0,2,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,shock,Visual,3.882,0.346,3.882,2.235,4.235,5
556,3,Dut_Eng,Concept,school,noun,NA,de,Visual,4.444,0.193,2.778,2.556,4.444,1.986,1.333,0.726,3.54,4.03,2.386,NA,3.61,4.27,100,6,4,4,8,0,2,5,4,2,4,0,0,5,5,5,5,3,3,3,5,2,5,3,3,5,4,3,4,1,3,4,NA,NA,NA,school,Visual,3.176,0.362,3.176,1.353,4.471,6
558,2,Dut_Eng,Concept,schoonheid,noun,NA,de,Visual,5,0.242,2.333,3.667,5,1.581,0.707,0,3.05,3.22,1.644,NA,8.59,2.2,100,10,7,0,0,3,3,5,3,3,5,3,5,5,4,4,5,0,3,5,4,3,5,3,4,5,1,4,5,0,4,5,NA,NA,NA,beauty,Visual,2.353,0.335,1.941,2.353,4.941,6
565,"2, 2",Dut_Eng,Concept,schuld,noun,NA,de,Visual,2.056,0.049,1.833,1.778,2.056,2.092,2.438,1.509,3.6,3.89,1.982,NA,6.46,2,99.6,6,5,5,9,5,5,5,0,0,0,3,5,2,2,5,2,0,0,2,5,1,3,0,0,2,0,0,0,1.5,0,2.5,NA,NA,NA,guilt,Visual,1.824,0.376,1.824,0.765,2.265,5
567,3,Dut_Eng,Concept,seconde,noun,NA,de,Auditory,2.222,0.113,2.222,1.556,2.111,2.279,2.007,2.147,2.85,2.94,1.813,NA,7.15,2.87,100,7,7,1,1,5,2,5,1,0,1,0,5,0,5,4,5,1,0,1,3,3,3,5,0,4,0,0,0,0,0,0,NA,NA,NA,second,Visual,1.235,0.452,1.235,0.529,2.118,6
568,1,Dut_Eng,Concept,selectie,noun,NA,de,Visual,2.857,0.209,1.714,1.571,2.857,1.496,1.397,1.676,2.06,2.18,1.204,NA,9.56,2.33,100,8,7,1,0,4,2,4,2,2,2,2,0,3,3,2,4,0,0,0,0,1,5,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,selection,Visual,2.313,0.179,2.313,1.75,2.938,9
569,3,Dut_Eng,Concept,sergeant,noun,NA,de,Visual,2.667,0.359,2.667,0.556,2.667,2.179,1.13,2.121,2.78,3.43,1.322,NA,9.69,3.33,99.8,8,8,0,0,0,0,0,2,0,4,4,0,5,0,0,0,5,0,4,5,0,5,0,0,1,4,2,4,4,3,1,NA,NA,NA,sergeant,Visual,2.824,0.512,2.824,0.471,3.882,8
570,1,Dut_Eng,Concept,sierlijkheid,noun,NA,de,Visual,3.143,0.296,1.857,1.286,3.143,1.069,1.976,1.574,0.6,0.6,0,NA,NA,NA,NA,12,NA,0,0,3,5,5,2,3,3,2,0,3,3,0,4,0,0,0,2,0,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,grace,Visual,2.5,0.432,2.5,0.813,3.125,5
571,1,Dutch,Concept,sirene,noun,NA,de,Auditory,4.714,0.468,4.714,0.571,3.571,0.488,1.134,1.902,2,2.18,1.041,NA,7,4.33,100,6,6,1,1,5,1,5,4,3,4,5,0,5,4,0,2,5,0,5,5,0,4,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,siren,NA, ,NA,NA,NA,NA,5
573,1,Dut_Eng,Concept,situatie,noun,NA,de,Visual,3.143,0.283,2.143,1.286,3.143,1.773,1.704,1.952,3.33,3.49,2.358,NA,8.89,2.27,100,8,8,1,1,3,4,3,4,3,5,3,0,4,4,2,4,0,0,0,0,0,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,situation,Visual,3.176,0.296,3.176,2.059,3.941,9
575,3,Dut_Eng,Concept,slavernij,noun,NA,de,Visual,2.111,0.186,1.222,1.444,2.111,1.563,1.74,2.088,2.21,2.44,1.041,NA,9.61,2.13,100,9,8,0,0,0,5,5,2,2,3,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,2,3,4,3,2,3,NA,NA,NA,slavery,Visual,2.529,0.414,2.529,0.412,3.529,7
580,2,Dut_Eng,Concept,snee,noun,NA,de,Visual,4.444,0.425,0.667,3.778,4.444,1.323,1.856,0.726,2.23,2.31,0.778,NA,6.02,4.53,99,4,3,9,8,0,5,5,0,5,5,4,5,4,1,5,4,0,5,5,1,1,3,0,5,4,0,2,5,0,1,5,NA,NA,NA,cut,Visual,3.529,0.361,1.176,3.529,3.706,3
582,2,Dut_Eng,Concept,socialist,noun,NA,de,Visual,2.25,0.195,1.625,1.25,2.25,1.996,2.053,2.053,1.46,1.49,1.38,NA,12.83,1.93,100,9,8,0,0,NA,NA,NA,0,0,0,4,5,3,4,0,3,0,0,0,4,1,5,0,0,5,0,4,1,1,0,1,NA,NA,NA,socialist,Auditory,2.563,0.444,2.563,0.375,2.5,9
587,2,Dut_Eng,Concept,soort,noun,NA,de,Visual,3,0.321,1.778,1.111,3,1.922,1.764,2.291,3.67,3.99,2.61,NA,7.27,1.67,100,5,4,9,14,3,3,5,0,0,0,2,5,4,2,1,4,0,0,0,5,1,5,4,0,5,0,0,4,0,0,0,NA,NA,NA,kind,Visual,2.5,0.325,2.5,1.938,2.813,4
588,3,Dut_Eng,Concept,spanning,noun,NA,de,Haptic,2.889,0.013,2.889,2.889,2.778,1.453,2.147,1.481,2.78,2.85,1.875,NA,9.67,1.8,100,8,6,0,0,5,5,5,2,2,3,0,5,0,3,4,2,4,4,4,4,5,4,2,1,2,3,0,3,3,0,2,NA,NA,NA,strain,Haptic,3.235,0.329,2.118,3.235,3,6
589,1,Dut_Eng,Concept,spier,noun,NA,de,Haptic,3.714,0.288,1.286,3.714,3.429,1.496,1.799,1.718,2.04,2.08,1.491,NA,7.55,4.67,99.5,5,4,4,6,2,5,5,2,3,1,1,5,5,0,4,4,0,0,5,4,5,2,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,muscle,Haptic,4.059,0.396,0.588,4.059,4,6
592,2,Dutch,Concept,spons,noun,NA,de,Haptic,4.222,0.418,0.556,4.222,4,0.726,0.972,1.581,1.88,2.04,0.602,NA,6.09,4.93,100,5,5,1,2,0,5,4,0,3,5,1,3,4,2,5,4,0,5,5,1,4,5,1,5,4,0,5,0,0,3,5,NA,NA,NA,sponge,NA, ,NA,NA,NA,NA,6
595,2,Dut_Eng,Concept,stad,noun,NA,de,Visual,4.778,0.289,3.333,1.889,4.778,1.803,1.691,0.667,3.64,4.08,2.509,NA,5.79,3.73,99.1,4,4,9,19,3,2,5,5,3,5,3,3,5,5,4,5,2,0,5,5,4,5,5,0,5,2,1,3,0,0,5,NA,NA,NA,city,Visual,4,0.263,4,1.529,4.706,4
599,1,Dut_Eng,Concept,stem,noun,NA,de,Auditory,4.857,0.638,4.857,0.571,1.286,0.378,1.134,0.756,3.32,3.58,2.487,NA,5.44,3.8,100,4,4,9,9,5,3,1,5,1,2,5,0,0,4,0,1,5,0,1,5,0,2,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,vote,Visual,2.353,0.439,2.353,1.706,3.176,4
601,3,Dut_Eng,Concept,sterkte,noun,NA,de,Haptic,2.375,0.106,1.75,2.375,1.75,1.753,2.2,1.581,2.48,2.56,1.041,NA,7.72,1.6,100,7,7,2,2,5,5,2,2,2,1,0,5,0,2,4,0,0,0,5,NA,NA,NA,2,0,2,3,3,2,0,0,2,NA,NA,NA,strength,Visual,3.176,0.363,1.412,3.176,3.765,8
604,2,Dutch,Concept,stijfheid,noun,NA,de,Haptic,3.222,0.317,1.111,3.222,2.333,1.616,2.167,1.871,1.08,1.11,0.301,NA,NA,NA,NA,9,NA,0,0,0,5,5,0,0,0,1,5,3,2,5,3,1,2,4,5,1,3,0,5,0,1,5,3,0,1,0,NA,NA,NA,stiffness,NA, ,NA,NA,NA,NA,9
608,2,Dut_Eng,Concept,stoel,noun,NA,de,Haptic,4.667,0.305,1.444,4.667,4.444,1.424,0.5,1.014,3.17,3.35,2.179,NA,3.95,4.67,98.6,5,4,7,12,4,5,5,0,5,5,1,4,4,2,4,4,0,5,5,1,5,5,3,5,5,0,4,2,2,5,5,NA,NA,NA,chair,Visual,4.235,0.456,0.706,4.235,4.647,5
609,1,Dut_Eng,Concept,stof,noun,NA,de,Visual,4.143,0.303,1.286,4,4.143,1.38,1.291,1.215,2.92,3.11,2.004,NA,6.85,4.73,100,4,4,6,9,2,5,5,3,3,2,3,5,5,0,3,4,0,5,5,1,5,5,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,dust,Visual,2.765,0.467,0,2.765,4.176,4
613,3,Dut_Eng,Concept,stop,noun,NA,de,Visual,2.444,0.148,1.556,2,2.444,1.59,2.236,1.74,3.69,4.12,0.845,NA,4.32,3.8,99.8,4,4,13,16,5,5,5,2,0,2,0,5,0,2,4,3,0,0,0,1,1,4,2,0,2,2,3,4,0,0,2,NA,NA,NA,stop,Visual,2.647,0.339,2.647,1.765,3.941,4
617,3,Dutch,Concept,streling,noun,NA,de,Haptic,4,0.586,0.222,4,2.222,0.667,1.732,1.787,1.28,1.3,0.477,NA,8.65,3.93,100,8,7,1,1,0,5,5,2,4,3,0,5,0,0,1,1,0,5,0,0,5,4,0,1,1,0,5,3,0,5,3,NA,NA,NA,caress,NA, ,NA,NA,NA,NA,6
618,3,Dut_Eng,Concept,student,noun,NA,de,Visual,4.111,0.184,2.333,3.222,4.111,2.062,1.922,1.054,2.73,2.88,1.69,NA,8.96,3.27,100,7,7,1,1,2,5,5,2,1,3,0,5,5,5,5,5,0,0,5,4,5,3,5,3,5,3,3,3,0,2,3,NA,NA,NA,student,Visual,3.375,0.398,3.375,1.5,4.438,7
620,3,Dut_Eng,Concept,substituut,noun,NA,de,Visual,2.125,0.353,0.625,1.5,2.125,0.744,1.309,2.1,0.6,0.7,0.301,NA,12.88,2.43,94.4,10,NA,0,0,0,2,5,1,1,3,0,0,4,2,2,0,0,4,0,1,1,1,0,0,0,1,2,4,NA,NA,NA,NA,NA,NA,substitute,Visual,1.529,0.305,1.529,1.235,3.471,10
626,3,Dut_Eng,Concept,tante,noun,NA,de,Visual,3.778,0.304,2.444,1.444,3.778,1.74,1.59,1.302,3.02,3.44,2.017,NA,5.04,3.13,100,5,5,1,3,5,5,5,2,1,3,0,0,5,3,0,2,0,0,5,4,2,5,4,2,2,2,2,4,2,1,3,NA,NA,NA,aunt,Visual,3.765,0.321,3.765,2.765,4.412,4
629,1,Dut_Eng,Concept,tegenstand,noun,NA,de,Visual,3.143,0.306,3.143,1,2.857,1.215,1,1.574,2,2.05,0.845,NA,10.5,2.47,100,10,10,0,0,4,1,4,3,2,4,3,0,4,3,2,4,5,0,0,3,2,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,opposition,Visual,3.059,0.442,3.059,1.353,3.824,10
630,3,Dut_Eng,Concept,tekst,noun,NA,de,Visual,4.444,0.356,2.111,1.556,4.444,2.205,1.667,1.014,2.77,2.94,1.929,NA,6.63,3.33,100,5,5,1,1,0,3,5,3,1,2,0,0,5,5,3,5,4,4,4,0,0,5,5,3,5,2,0,4,0,0,5,NA,NA,NA,text,Visual,1.706,0.605,1.706,1,4.647,4
631,2,Dut_Eng,Concept,telefoon,noun,NA,de,Auditory,4.889,0.078,4.889,3.889,4.111,0.333,1.691,1.364,3.5,3.84,1.924,NA,5.12,4.87,100,8,7,1,1,5,5,5,5,5,5,4,1,2,5,4,3,5,5,5,5,5,5,5,4,5,5,1,2,5,5,5,NA,NA,NA,phone,Auditory,4.353,0.374,4.353,3,4.235,5
634,2,Dut_Eng,Concept,terug,adv,NA,de,Visual,1.75,0.333,1,0.625,1.75,1.927,1.061,1.832,3.9,4.77,2.758,NA,6.11,1.27,100,5,5,1,1,NA,NA,NA,0,0,0,3,3,3,0,0,3,0,0,0,5,1,5,0,0,0,0,1,1,0,0,2,NA,NA,NA,back,Visual,2.941,0.437,0.647,2.941,3.941,4
635,1,Dut_Eng,Concept,tevredenheid,noun,NA,de,Visual,3.857,0.266,3.857,1.429,3.857,1.215,1.813,1.215,1.77,1.83,1,NA,9.15,1.93,100,12,11,0,0,5,4,5,5,4,3,5,0,5,3,1,4,4,0,2,3,1,5,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,satisfaction,Visual,3.176,0.154,3.176,2.588,3.706,12
637,2,Dut_Eng,Concept,theorie,noun,NA,de,Visual,3.222,0.313,2.889,1,3.222,2.088,1.581,2.224,2.91,3.05,2.086,NA,10.11,1.53,100,7,5,0,0,3,0,5,0,0,5,5,2,4,3,3,5,1,0,1,5,4,5,4,0,4,0,0,0,5,0,0,NA,NA,NA,theory,Auditory,2.471,0.384,2.471,0.412,2.471,6
642,3,Dut_Eng,Concept,titel,noun,NA,de,Visual,3.111,0.49,1.889,0.444,3.111,1.691,1.333,1.833,2.71,2.9,1.724,NA,7.19,2.67,99.8,5,5,1,3,0,0,5,3,0,3,5,0,0,2,4,5,0,0,1,2,0,5,3,0,3,2,0,4,0,0,2,NA,NA,NA,title,Visual,1.941,0.573,1.941,0.235,3.294,5
643,3,Dut_Eng,Concept,toelating,noun,NA,de,Visual,2.556,0.245,1.222,1.667,2.556,0.972,2.291,1.944,1.91,2.02,0.903,NA,9.25,2.4,100,9,7,0,0,2,5,5,2,1,3,0,0,0,2,4,3,0,0,0,2,5,5,1,0,1,2,0,4,0,0,2,NA,NA,NA,admission,Visual,1.813,0.524,1.813,0.875,3.438,9
644,2,Dut_Eng,Concept,toename,noun,NA,de,Visual,3.889,0.373,2.444,1.111,3.889,2.351,1.764,1.691,1.72,1.79,1.114,NA,9.72,2.4,100,7,6,0,0,5,1,5,5,0,5,0,5,5,4,3,5,0,0,0,4,1,5,4,0,4,0,0,3,0,0,3,NA,NA,NA,increase,Visual,2.294,0.247,2.294,2.235,3.765,8
645,2,Dut_Eng,Concept,toestemming,noun,NA,de,Auditory,3.556,0.297,3.556,1.444,2.111,1.236,1.944,2.205,3.14,3.32,1.505,NA,8.56,2,100,11,8,0,0,5,5,5,5,0,0,3,2,2,3,4,4,4,0,0,4,2,5,4,0,0,1,0,0,3,0,3,NA,NA,NA,permission,Auditory,2.765,0.417,2.765,0.647,2.118,10
646,2,Dut_Eng,Concept,toevoeging,noun,NA,de,Visual,2.889,0.391,1.333,0.889,2.889,1.658,1.691,2.315,1.69,1.73,1.114,NA,9.94,2.2,100,10,7,0,0,4,5,5,0,0,0,3,2,3,2,0,3,0,0,5,3,1,5,0,0,5,0,0,0,0,0,0,NA,NA,NA,addition,Visual,1.294,0.407,1.294,0.882,3.059,8
647,3,Dut_Eng,Concept,tractor,noun,NA,de,Visual,3.778,0.276,3.222,1.444,3.778,1.922,1.667,1.394,1.87,2.03,0.602,NA,5.9,4.93,100,7,7,1,2,5,5,5,3,1,3,0,0,5,0,0,1,5,0,5,4,1,3,4,1,3,4,3,4,4,2,5,NA,NA,NA,tractor,Visual,3.882,0.358,3.882,1.706,4.529,7
649,2,Dutch,Concept,trekker,noun,NA,de,Visual,3.556,0.2,2,2.222,3.556,2.121,2.279,1.74,2.7,2.8,0.903,NA,10,3.6,100,7,6,2,3,5,5,5,0,0,0,2,1,2,4,5,5,0,0,3,1,1,3,0,5,5,5,0,4,1,3,5,NA,NA,NA,trigger,NA, ,NA,NA,NA,NA,7
650,3,Dut_Eng,Concept,trend,noun,NA,de,Visual,2.889,0.409,0.889,1.111,2.889,1.167,1.691,2.315,1.76,1.77,0.778,NA,10.53,2.07,100,5,NA,3,3,0,5,5,2,0,3,0,0,0,1,2,0,0,0,5,3,1,5,0,0,0,2,2,5,0,0,3,NA,NA,NA,trend,Visual,1.706,0.415,1.706,1.118,3.882,5
652,1,Dut_Eng,Concept,trots,noun,NA,de,Visual,3.571,0.283,2.571,1.429,3.571,1.618,1.618,1.272,3.46,3.69,1.863,NA,7.34,1.8,100,5,5,2,2,3,3,5,4,4,4,4,2,5,4,1,4,0,0,3,1,0,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,pride,Visual,2.882,0.454,2.882,0.706,3.235,5
654,2,Dut_Eng,Concept,uitrusting,noun,NA,de,Visual,3.889,0.438,0.778,2.444,3.889,1.093,2.068,1.167,2.44,2.56,0.903,NA,10.89,3.27,100,10,8,0,0,2,5,5,0,3,3,1,2,2,3,5,5,0,0,3,1,3,5,0,4,5,0,0,4,0,0,3,NA,NA,NA,equipment,Visual,3.353,0.367,1.529,3.353,4.235,9
655,1,Dut_Eng,Concept,uitvinding,noun,NA,de,Visual,3.143,0.066,2.571,3,3.143,1.988,2.16,2.193,2.18,2.35,1.041,NA,8.11,2.2,100,10,8,0,0,4,5,5,5,5,5,4,4,4,3,3,4,0,0,0,0,0,0,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,invention,Visual,2.765,0.26,2.765,2.125,3.688,9
656,2,Dut_Eng,Concept,uitwisseling,noun,NA,de,Visual,2.778,0.222,1.778,1.444,2.778,1.856,2.128,2.224,1.81,1.9,0.903,NA,10.11,2.33,100,12,9,0,0,3,5,5,0,0,0,5,5,5,2,2,3,0,0,0,3,1,5,0,0,4,0,0,0,3,0,3,NA,NA,NA,exchange,Visual,1.882,0.331,1.882,1.765,3.176,8
662,1,Dut_Eng,Concept,veiligheid,noun,NA,de,Visual,3,0.318,2.286,1,3,1.704,1.291,1.826,3.13,3.28,1.519,NA,8.4,1.93,100,10,8,3,2,2,2,2,4,3,5,4,0,3,3,0,4,0,0,0,3,2,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,safety,Visual,2.588,0.404,2.118,2.588,3.529,6
665,1,Dut_Eng,Concept,verbeelding,noun,NA,de,Visual,3.143,0.366,1.714,1,3.143,1.799,1.414,1.773,2.49,2.63,1.477,NA,8.5,1.6,100,11,9,0,0,4,3,5,4,3,2,2,0,3,0,1,4,0,0,0,0,0,5,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,imagination,Visual,2.813,0.234,2.813,1,3.118,11
666,1,Dut_Eng,Concept,verf,noun,NA,de,Visual,4.429,0.383,1.143,3,4.429,1.464,1.826,0.787,2.65,2.8,1.431,NA,5.23,4.8,100,4,4,7,6,3,5,5,3,4,3,2,5,5,0,3,4,0,0,5,0,2,5,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,paint,Visual,2.824,0.337,0.471,2.824,4.588,5
667,1,Dut_Eng,Concept,vergadering,noun,NA,de,Auditory,3.429,0.388,3.429,0.714,2.857,1.272,1.113,1.676,2.93,3.15,1.778,NA,8.9,3.27,100,11,10,0,0,4,1,4,3,3,2,3,0,5,4,1,4,5,0,0,1,0,3,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,meeting,Visual,3.588,0.407,3.588,1.353,4.235,7
668,1,Dut_Eng,Concept,verhoor,noun,NA,de,Auditory,3,0.432,3,0.714,1.571,2.082,1.254,1.397,2.43,2.52,1.079,NA,10.28,2.6,100,7,6,4,3,5,2,2,3,3,2,2,0,1,5,0,2,0,0,0,1,0,0,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,trial,Visual,2.412,0.389,2.412,0.706,2.882,5
669,2,Dut_Eng,Concept,verhulling,noun,NA,de,Visual,3.333,0.368,2,1,3.333,2.28,1.265,1.862,0.78,1.18,NA,NA,NA,NA,NA,10,NA,1,1,NA,NA,NA,0,0,0,4,3,4,3,2,5,NA,NA,NA,5,1,3,0,0,5,NA,NA,NA,0,0,3,NA,NA,NA,cope,Visual,1.118,0.416,1.118,0.824,2.059,4
670,3,Dut_Eng,Concept,verklaring,noun,NA,de,Auditory,2.667,0.294,2.667,1,2,2.062,1.803,1.803,3.13,3.33,1.996,NA,9.89,1.8,100,10,9,0,1,5,5,5,3,1,2,0,0,0,4,3,0,0,0,0,4,0,2,0,0,4,4,0,3,4,0,2,NA,NA,NA,statement,Visual,2.529,0.406,2.529,0.647,2.706,9
673,1,Dut_Eng,Concept,verloving,noun,NA,de,Visual,1.571,0.154,1.143,1,1.571,1.215,1.732,1.718,2.19,2.34,0.602,NA,9.39,2.87,100,9,8,1,1,2,4,3,0,0,0,2,0,3,3,3,4,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,engagement,Visual,2.588,0.412,2.588,1.765,3.235,10
674,1,Dut_Eng,Concept,vermindering,noun,NA,de,Visual,2.571,0.263,1.714,1.143,2.571,1.38,1.676,1.397,1.43,1.48,1.114,NA,9.56,2.33,100,12,11,0,0,3,4,4,3,3,3,0,0,2,3,1,4,0,0,0,2,0,3,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,reduction,Visual,2.059,0.329,2.059,1.765,3.529,9
676,3,Dut_Eng,Concept,verpleger,noun,NA,de,Visual,3.444,0.3,1.444,1.778,3.444,1.014,1.787,1.667,1.91,2.07,0.602,NA,7.94,3.73,100,9,9,1,1,2,5,5,2,1,3,0,0,5,1,0,0,2,2,2,0,2,5,3,2,4,1,4,4,2,0,3,NA,NA,NA,orderly,Visual,1.467,0.505,1.467,1,3.067,7
677,3,Dut_Eng,Concept,verscheidenheid,noun,NA,de,Visual,1.778,0.206,1,1,1.778,1.414,2,1.716,1.46,1.54,1.279,NA,NA,NA,NA,15,12,0,0,0,0,0,2,0,3,0,0,0,1,4,3,0,0,0,4,5,3,0,0,0,2,0,4,0,0,3,NA,NA,NA,variety,Visual,3.294,0.078,3.294,3.294,4.412,7
681,2,Dut_Eng,Concept,verzameling,noun,NA,de,Visual,3.444,0.305,1.444,1.667,3.444,1.74,1.581,1.81,2.32,2.39,1.38,NA,6.9,2.4,100,11,10,0,0,0,4,5,0,0,0,2,4,4,2,2,2,0,0,2,5,1,3,3,2,5,0,0,5,1,2,5,NA,NA,NA,collection,Visual,2.353,0.414,1.353,2.353,3.706,10
685,2,Dutch,Concept,vijl,noun,NA,de,Visual,4,0.128,2.667,3.778,4,1.803,1.716,1.5,1.15,1.18,0,NA,9.55,4.87,98.3,4,NA,8,8,4,3,5,5,5,5,3,4,4,2,5,4,0,5,5,1,1,1,3,5,5,1,1,2,5,5,5,NA,NA,NA,file,NA, ,NA,NA,NA,NA,4
693,1,Dut_Eng,Concept,vloeistof,noun,NA,de,Haptic,4,0.266,1.571,4,3.571,1.902,1.155,1.902,2.21,2.37,1.114,NA,8.3,4.2,100,9,8,0,0,5,5,5,2,3,2,0,5,5,3,4,4,0,2,0,0,5,5,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,liquid,Visual,4.176,0.094,2.824,4.176,4.588,6
