id,file,normed,cat,word,wordcat,inflected_prop,conc_cat,main,Perceptualstrength,Exclusivity,Auditory,Haptic,Visual,SD_Auditory,SD_Haptic,SD_Visual,freq_lg10CD_SUBTLEXNL,freq_lg10WF_SUBTLEXNL,freq_CELEX_lem,inflected_adj_freq_lg10CD_SUBTLEXNL,AoA_Brysbaertetal2014,concrete_Brysbaertetal2014,known_Brysbaertetal2014,letters,phonemes_DUTCHPOND,orth_neighbours_DUTCHPOND,phon_neighbours_DUTCHPOND,a1,h1,v1,a2,h2,v2,a3,h3,v3,a4,h4,v4,a5,h5,v5,a6,h6,v6,a7,h7,v7,a8,h8,v8,a9,h9,v9,a10,h10,v10,English_Word_Lynott_Connell_2009_2013,English_Main_Lynott_Connell_2009_2013,English_Perceptualstrength_Lynott_Connell_2009_2013,English_Exclusivity_Lynott_Connell_2009_2013,English_Auditory_Lynott_Connell_2009_2013,English_Haptic_Lynott_Connell_2009_2013,English_Visual_Lynott_Connell_2009_2013,English_Letters_Lynott_Connell_2009_2013
346,6,Dut_Eng,Property,lang,adj,lange,NA,Visual,4.8,0.528,1,1.4,4.8,2.236,1.949,0.447,3.86,4.42,3.001,3.43,5.34,3.4,100,4,3,16,20,0,3,5,0,0,5,5,4,5,0,0,5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,long,Visual,3.905,0.508,0.714,3.905,4.762,4
347,5,Dut_Eng,Property,langgerekt,adj,langgerekte,NA,Visual,4.5,0.381,1.5,1.875,4.5,2.268,1.959,0.756,0.85,0.85,0.778,0.48,10.17,3,100,10,NA,0,0,0,3,5,0,4,3,0,0,4,0,0,5,5,5,5,0,2,5,5,0,5,2,1,4,NA,NA,NA,NA,NA,NA,tall,Visual,2.714,0.628,0.19,2.714,4.905,4
349,"4, 5",Dut_Eng,Property,lauw,adj,lauwe,NA,Auditory,4.125,0.663,0.438,4.125,1,1.05,0.835,1.195,1.54,1.57,1.146,1.15,7.21,3.53,100,4,2,10,27,0,5,0,0,5,2,0,4,0,0.5,3,0,3,3,3,0,5,1,0,4,0,0,4,2,NA,NA,NA,NA,NA,NA,lukewarm,Haptic,4.714,0.5,0.238,4.714,0.714,8
350,4,Dut_Eng,Property,leeg,adj,lege,NA,Visual,3.333,0.44,0.889,1.333,3.333,1.269,1.871,1.936,3.3,3.43,2.097,2.91,4.78,3.47,100,4,3,13,18,NA,NA,NA,0,0,0,1,1,2,1,0,5,0,0,5,1,1,4,0,5,3,1,4,5,0,1,1,4,0,5,empty,Visual,3.6,0.442,1.65,3.6,4.75,5
351,4,Dut_Eng,Property,leerachtig,adj,leerachtige,NA,Visual,2.875,0.245,1.375,1.875,2.875,1.302,1.642,2.167,NA,NA,0,NA,NA,NA,NA,10,NA,0,0,NA,NA,NA,1,3,2,2,2,5,1,0,0,NA,NA,NA,0,3,2,0,4,4,1,3,5,2,0,0,4,0,5,leathery,Haptic,4.571,0.336,0.524,4.571,4.143,8
353,5,Dut_Eng,Property,lelijk,adj,lelijke,NA,Visual,4.625,0.466,1.375,1.25,4.625,1.506,1.389,1.061,2.96,3.11,1.613,2.84,5.34,2.13,100,6,5,2,1,0,0,5,3,0,5,3,0,5,0,0,5,2,2,2,0,3,5,0,3,5,3,2,5,NA,NA,NA,NA,NA,NA,ugly,Visual,1.667,0.457,0.857,1.667,5,4
354,6,Dut_Eng,Property,lenig,adj,lenige,NA,Visual,4,0.5,1,1,4,2.236,1.414,1.414,1.54,1.58,0.778,0.85,7.59,3.27,100,5,5,3,3,0,0,5,0,0,2,5,3,5,0,2,5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lithe,Visual,3,0.556,0,3,4.167,5
357,4,Dut_Eng,Property,levend,adj,levende,NA,Visual,3.4,0.1,3.1,2.5,3.4,1.449,1.354,1.174,3.24,3.39,1.613,2.83,7.21,2.93,100,6,6,5,4,4,1,2,4,2,3,1,2,2,5,3,5,5,5,5,2,1,3,3,3,3,3,3,3,1,1,3,3,4,5,alive,Visual,4.095,0.183,4.095,3.81,4.571,5
358,5,Dut_Eng,Property,levendig,adj,levendige,NA,Visual,4.75,0.276,2.625,2.125,4.75,1.768,1.553,0.463,2.23,2.26,1.362,1.93,9.28,2.67,100,8,8,1,2,3,2,5,3,1,4,0,3,4,3,2,5,5,5,5,3,1,5,0,0,5,4,3,5,NA,NA,NA,NA,NA,NA,vivid,Visual,2.524,0.288,2.524,1.19,4.524,5
361,"4, 6",Dut_Eng,Property,licht,adj,lichte,NA,Visual,3.917,0.513,0.5,2.25,3.917,1.225,1.994,1.96,3.43,3.66,2.598,2.62,4.64,3.93,100,5,4,10,20,0,0,5,0,0,4,3,2,5,0,3.5,4.5,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,faint,Visual,2.333,0.238,2.333,0.619,2.762,5
362,6,Dut_Eng,Property,lichtbruin,adj,lichtbruine,NA,Visual,4.6,0.7,0.4,1,4.6,0.894,1.414,0.894,1.28,1.3,0.699,0.9,6.89,3.6,100,10,8,0,0,0,0,5,0,0,5,2,2,5,0,0,5,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,khaki,Visual,0.789,0.789,0.3,0.55,4.95,5
366,6,Dut_Eng,Property,los,adj,losse,NA,Visual,3.4,0.577,0.4,1.4,3.4,0.894,1.342,1.817,3.61,3.91,2.272,2.47,5.09,3.2,100,3,3,20,27,0,2,5,0,0,2,2,2,4,0,3,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,loose,Visual,3.81,0.48,0.381,3.81,4.143,5
367,4,Dut_Eng,Property,luchtig,adj,luchtige,NA,Visual,2.667,0.378,0.778,1.556,2.667,0.833,1.333,1.732,1.73,1.76,1.23,1.08,8.78,2.47,100,7,6,1,2,NA,NA,NA,2,1,2,2,2,2,0,3,0,0,0,4,0,2,2,0,1,1,1,4,5,1,1,3,1,0,5,breezy,Visual,2.952,0.316,2.952,2.762,3,6
368,6,Dut_Eng,Property,luid,adj,luide,NA,Auditory,4.8,0.625,4.8,0.8,0.8,0.447,1.789,1.095,2.54,2.6,1.763,1.81,5.15,3.53,100,4,3,11,31,5,0,0,5,0,0,5,4,2,5,0,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,loud,Auditory,4.952,0.685,4.952,0.238,1.571,4
369,6,Dut_Eng,Property,luidruchtig,adj,luidruchtige,NA,Auditory,4.6,0.526,4.6,0.6,2.4,0.548,1.342,1.673,2.05,2.08,1.079,1.62,8.15,3.13,100,11,9,1,0,5,0,0,4,0,2,5,3,4,5,0,2,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,noisy,Auditory,4.952,0.701,4.952,0.286,1.667,5
374,5,Dut_Eng,Property,mager,adj,magere,NA,Visual,4.625,0.471,0.625,3.25,4.625,1.408,1.165,0.744,2.5,2.58,1.681,2.37,6.59,4,100,5,5,6,6,0,3,5,0,3,5,0,3,3,0,5,5,4,4,4,0,1,5,0,4,5,1,3,5,NA,NA,NA,NA,NA,NA,skinny,Visual,4,0.495,0.381,4,4.905,6
376,5,Dut_Eng,Property,mals,adj,malse,NA,Haptic,4.25,0.348,1.25,4.25,3.125,1.753,1.389,1.356,1.64,1.7,0.699,1.26,7.71,3.8,99.6,4,4,13,11,0,5,3,2,4,2,0,4,3,0,1,3,5,5,5,1,5,1,0,5,5,2,5,3,NA,NA,NA,NA,NA,NA,tender,Haptic,3.952,0.218,1.619,3.952,3,6
384,6,Dut_Eng,Property,melodieus,adj,melodieuze,NA,Auditory,4.4,0.667,4.4,0.4,1.2,0.894,0.894,1.095,0.7,0.7,0.301,0.85,10.59,2.53,94.4,9,NA,0,0,5,0,0,5,0,2,3,2,2,5,0,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,melodious,Auditory,4.842,0.644,4.842,0.526,0.842,9
385,6,Dut_Eng,Property,metalen,adj,metalen,NA,Visual,4,0.2,2,4,4,1.633,0.816,0.816,2.38,2.45,1.114,2.38,9.22,4.07,100,7,7,1,1,0,4,5,NA,NA,NA,4,5,4,2,4,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,metal,Visual,4.238,0.235,2.667,4.238,4.524,5
387,6,Dut_Eng,Property,miauwend,adj,miauwende,NA,Auditory,4.6,0.541,4.6,0.6,2.2,0.894,1.342,1.924,NA,NA,NA,NA,NA,NA,NA,8,NA,0,0,5,0,3,5,0,0,5,3,5,5,0,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,meowing,Auditory,4.952,0.593,4.952,0.19,2.571,7
388,6,Dut_Eng,Property,miniatuur,noun,miniatuur,NA,Visual,4.2,0.486,0.8,2,4.2,1.789,2,1.304,1.38,1.4,0.301,1.38,9.89,3.67,100,9,8,0,0,0,0,5,0,1,2,4,5,5,0,3,5,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,miniature,Visual,3.333,0.511,0.429,3.333,4.571,9
393,6,Dut_Eng,Property,mistig,adj,mistige,NA,Visual,4,0.457,0.8,2.2,4,1.789,1.304,1.732,1.7,1.76,0.602,1.3,7.44,3.87,100,6,6,2,3,0,1,5,0,3,5,4,4,5,0,2,4,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,foggy,Visual,0.81,0.721,0.333,0.81,4.762,5
394,6,Dut_Eng,Property,modderig,adj,modderige,NA,Visual,4.2,0.436,0.8,2.8,4.2,1.789,1.304,1.304,1.42,1.48,0.602,1.23,7.05,3.67,100,8,7,1,0,0,4,5,0,2,4,4,4,5,0,3,5,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,muddy,Visual,3.524,0.303,1.381,3.524,4.524,5
395,4,Dut_Eng,Property,mollig,adj,mollige,NA,Visual,3.7,0.31,1.5,1.9,3.7,1.841,1.595,0.675,1.72,1.76,0.845,1.51,7.56,3.6,100,6,5,2,2,3,3,4,4,4,4,1,2,4,0,0,3,0,0,3,0,2,3,0,3,4,1,4,4,1,1,3,5,0,5,chubby,Visual,4.095,0.465,0.429,4.095,4.952,6
397,6,Dut_Eng,Property,mompelend,adj,mompelende,NA,Auditory,4.8,0.611,4.8,0.4,2,0.447,0.894,1.414,0.6,0.6,NA,0.7,NA,NA,NA,9,NA,1,1,5,0,0,5,0,3,5,2,3,5,0,3,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mumbling,Auditory,4.905,0.66,4.905,0.238,1.905,8
399,6,Dut_Eng,Property,mondig,adj,mondige,NA,Auditory,4,0.531,4,0.6,1.8,1.225,1.342,1.304,NA,NA,0.301,NA,10.72,2.27,100,6,NA,4,4,5,0,0,4,0,1,5,3,3,4,0,2,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mellow,Visual,2.714,0.333,2.714,0.429,3.143,6
400,4,Dut_Eng,Property,mooi,adj,mooie,NA,Visual,4.2,0.185,2.5,2.5,4.2,1.716,1.65,0.919,3.82,4.43,2.55,3.69,4.28,2.07,100,4,3,10,11,0,2,3,1,2,3,4,4,5,2,0,4,3,2,5,4,0,4,5,4,5,3,3,3,3,3,5,0,5,5,beautiful,Visual,2.905,0.117,2.905,2.762,4.619,9
401,6,Dut_Eng,Property,morrend,adj,morrende,NA,Auditory,4,0.526,4,0.667,1.667,1.732,1.155,1.528,NA,NA,NA,0.3,NA,NA,NA,7,NA,0,0,NA,NA,NA,NA,NA,NA,5,2,2,5,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,muttering,Auditory,4.81,0.6,4.81,0.19,2.619,9
402,5,Dut_Eng,Property,morsend,adj,morsende,NA,Visual,4.75,0.293,2,2.625,4.75,1.69,1.685,0.463,NA,NA,NA,NA,NA,NA,NA,7,NA,1,1,1,1,5,2,3,4,0,4,5,3,0,5,5,5,5,2,2,5,0,4,5,3,2,4,NA,NA,NA,NA,NA,NA,spilling,Visual,2.381,0.446,1.952,2.381,4.429,8
403,4,Dut_Eng,Property,mottig,adj,mottige,NA,Visual,2.4,0.143,1.6,1.6,2.4,2.074,1.673,1.673,0.6,0.6,0,0.6,9.89,2.07,95,6,NA,1,1,1,4,2,NA,NA,NA,2,2,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,5,0,4,dank,Visual,1.176,0.302,0.867,1.176,3.467,4
406,NA,English,Concept,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blame,Auditory,2.353,0.378,2.353,0.529,2.294,5
407,NA,English,Concept,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,claim,Auditory,2.765,0.5,2.765,0.588,2.176,5
408,NA,English,Concept,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aim,Visual,1.412,0.41,1.412,1.118,2.647,3
409,NA,English,Concept,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,confidence,Visual,3,0.391,3,1.412,3.941,10
410,NA,English,Concept,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,money,Visual,3.706,0.388,1.471,3.706,4.824,5
411,NA,English,Property,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whistling,Auditory,4.952,0.65,4.952,0.286,2.048,9
412,NA,English,Property,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tepid,Haptic,3.684,0.492,0.316,3.684,1,5
413,NA,English,Property,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spotted,Visual,1.19,0.681,0.571,1.19,4.667,7
414,NA,English,Property,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clear,Visual,2.524,0.399,2.524,1.238,4.524,5
415,NA,English,Property,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mottled,Visual,1.333,0.484,0.636,1.333,4.364,7
416,NA,English,Property,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,light,Visual,2.381,0.311,1,2.381,4.143,5
417,NA,English,Property,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,broad,Visual,3.095,0.45,0.952,3.095,4.048,5
419,6,Dut_Eng,Property,nassig,adj,nassige,NA,Visual,2,1,0,0,2,#DIV/0!,#DIV/0!,#DIV/0!,NA,NA,NA,NA,NA,NA,NA,6,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,damp,Haptic,4.143,0.317,0.381,4.143,3.81,4
420,5,Dut_Eng,Property,nat,adj,natte,NA,Haptic,4.375,0.265,1.625,4.375,4.375,1.768,0.916,0.744,2.96,3.13,1.799,2.53,4.59,4.53,100,3,3,17,30,2,5,5,3,5,4,0,5,3,0,3,5,5,5,5,1,3,4,0,5,5,2,4,4,NA,NA,NA,NA,NA,NA,wet,Haptic,4.667,0.205,1.857,4.667,4.333,3
421,4,Dut_Eng,Property,nattig,adj,nattige,NA,Visual,3.625,0.139,3,2.375,3.625,2.204,2.2,1.188,NA,NA,0,NA,NA,NA,NA,6,NA,1,1,NA,NA,NA,NA,NA,NA,5,2,2,2,0,4,5,5,5,1,4,3,0,3,4,1,5,4,5,0,2,5,0,5,moist,Haptic,4.381,0.21,1.429,4.381,3.667,5
422,6,Dut_Eng,Property,nauw,adj,nauwe,NA,Visual,3.6,0.333,1.4,1.6,3.6,2.191,1.517,1.342,2.36,2.41,1.792,1.76,8.46,2.73,99.6,4,2,8,26,0,3,3,0,0,3,5,3,5,2,2,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,narrow,Visual,3.095,0.549,0.524,3.095,4.857,6
427,6,Dut_Eng,Property,nevelig,adj,nevelige,NA,Visual,3.2,0.483,0.4,2.2,3.2,0.894,2.049,1.304,0.3,0.3,0.477,0.85,10.65,3.47,100,7,NA,0,0,0,3,4,0,0,3,2,4,5,0,4,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,misty,Visual,1.095,0.543,0.571,1.095,4.714,5
433,6,Dut_Eng,Property,olieachtig,adj,olieachtige,NA,Visual,3.4,0.469,0.4,2.6,3.4,0.894,2.408,1.817,0.3,0.3,0,0.6,NA,NA,NA,10,NA,0,0,0,5,5,0,0,1,2,4,4,0,4,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oily,Visual,3.619,0.28,0.238,3.619,3.905,4
436,6,Dut_Eng,Property,onbeweeglijk,adj,onbeweeglijke,NA,Visual,3,0.444,0.6,1.8,3,1.342,1.304,1.414,1.23,1.26,1.204,NA,9.5,2.93,100,12,NA,0,0,0,2,4,0,3,2,3,1,2,0,3,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motionless,Visual,2.524,0.516,1.714,2.524,4.571,10
442,5,Dut_Eng,Property,ondiep,adj,ondiepe,NA,Visual,4.375,0.424,0.875,3,4.375,0.835,1.512,1.061,1.67,1.74,0.845,1.54,7.6,3.2,100,6,5,1,1,2,5,5,1,4,5,0,3,4,0,0,5,2,2,2,1,3,4,0,4,5,1,3,5,NA,NA,NA,NA,NA,NA,shallow,Visual,3.333,0.429,1.381,3.333,4.238,7
443,5,Dut_Eng,Property,ongelijk,adj,ongelijke,NA,Visual,4,0.25,1.75,3.25,4,1.389,1.488,0.756,2.57,2.65,1.322,1.23,8.29,1.53,94.4,8,7,0,1,4,4,4,2,4,4,0,5,5,0,0,5,3,3,3,2,3,3,1,4,4,2,3,4,NA,NA,NA,NA,NA,NA,uneven,Visual,4.286,0.369,1.524,4.286,4.571,6
444,6,Dut_Eng,Property,onmetelijk,adj,onmetelijke,NA,Visual,3.25,0.476,0.75,1.25,3.25,0.957,1.5,2.217,1.18,1.2,0.845,1.26,11.17,1.47,100,10,NA,0,0,0,0,5,NA,NA,NA,2,2,4,1,3,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,immense,Visual,2.333,0.203,2.333,2.095,4,7
445,5,Dut_Eng,Property,onrijp,adj,onrijpe,NA,Visual,3.25,0.431,0.5,2.625,3.25,0.926,1.302,1.035,0.85,0.85,0.477,0.78,9.06,3.13,100,6,NA,0,0,0,4,4,0,4,3,0,3,2,0,0,3,2,2,2,0,2,4,0,3,5,2,3,3,NA,NA,NA,NA,NA,NA,unripe,Visual,3.429,0.266,0.286,3.429,4.143,6
450,5,Dut_Eng,Property,oorverdovend,adj,oorverdovende,NA,Auditory,5,0.673,5,0.625,0.875,0,1.768,1.808,1.34,1.34,0.778,0.9,9.94,3,100,12,11,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,5,5,5,0,0,5,0,0,5,0,2,NA,NA,NA,NA,NA,NA,deafening,Auditory,5,0.772,5,0.19,1.238,9
453,6,Dut_Eng,Property,open,adj,open,NA,Visual,4.4,0.325,1.8,1.8,4.4,1.643,1.643,0.548,3.75,4.17,2.533,3.75,5.34,2.87,100,4,4,12,10,3,3,5,0,0,4,3,3,5,3,3,4,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,Visual,3.429,0.476,1.333,3.429,4.762,4
458,6,Dut_Eng,Property,oranje,adj,oranje,NA,Visual,4.4,0.655,0.6,0.8,4.4,1.342,1.304,0.894,2.45,2.62,1.505,2.45,4.88,4.4,100,6,5,1,1,0,0,5,0,0,4,3,3,5,0,0,5,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange,Visual,1.143,0.411,0.095,1.143,4.619,6
459,6,Dut_Eng,Property,ovaal,adj,ovale,NA,Visual,4.8,0.513,0.8,2.2,4.8,1.789,2.168,0.447,1.15,1.18,0.903,0.9,8.85,4.2,100,5,NA,2,2,0,5,5,0,0,4,4,3,5,0,3,5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oval,Visual,3.952,0.503,0.048,3.952,4.619,4
464,5,Dut_Eng,Property,paars,adj,paarse,NA,Visual,4.625,0.791,0.375,0.375,4.625,1.061,1.061,0.744,2.14,2.24,1.23,2.15,5.12,4.13,100,5,4,10,13,0,0,5,0,0,5,0,0,5,0,0,5,3,3,3,0,0,5,0,0,5,0,0,4,NA,NA,NA,NA,NA,NA,purple,Visual,0.904,0.904,0.19,0.048,5,6
467,4,Dut_Eng,Property,papperig,adj,papperige,NA,Visual,2.333,0.216,1.111,2.222,2.333,1.364,1.922,1.225,0.78,0.78,0,0.3,8.33,3.27,100,8,NA,0,0,NA,NA,NA,2,2,1,2,4,1,0,0,1,0,3,2,1,2,3,0,5,3,1,4,4,0,0,2,4,0,4,mushy,Haptic,4.429,0.28,1.905,4.429,3.857,5
470,5,Dut_Eng,Property,piekerig,adj,piekerige,NA,Visual,3.75,0.48,0.75,1.75,3.75,1.389,1.282,0.886,NA,NA,0,NA,NA,NA,NA,8,NA,0,0,0,3,5,3,1,3,0,2,4,0,0,3,3,3,3,0,3,3,0,0,5,0,2,4,NA,NA,NA,NA,NA,NA,wispy,Visual,3.263,0.385,1.632,3.263,4.211,5
471,4,Dut_Eng,Property,piepend,adj,piepende,NA,Auditory,3.375,0.422,3.375,1,1.25,1.847,1.69,1.669,1.08,1.08,NA,1.08,NA,NA,NA,7,NA,1,1,NA,NA,NA,2,1,2,2,5,5,4,0,0,5,0,1,4,0,0,5,0,1,5,1,1,0,1,0,NA,NA,NA,squeaking,Auditory,4.524,0.648,4.524,0.905,1.381,9
472,5,Dut_Eng,Property,piepklein,adj,piepkleine,NA,Visual,4.25,0.628,0.25,1.875,4.25,0.707,1.642,1.165,1.81,1.88,0.602,1.61,7.17,2.73,100,9,7,1,1,0,3,5,0,4,5,0,0,4,0,3,5,2,2,2,0,3,3,0,0,5,0,0,5,NA,NA,NA,NA,NA,NA,tiny,Visual,3.333,0.516,0.619,3.333,4.619,4
473,4,Dut_Eng,Property,pijnlijk,adj,pijnlijke,NA,Visual,2.556,0.048,2.222,2.222,2.556,1.856,2.108,1.59,2.77,2.85,1.653,2.4,7.71,2.87,100,8,6,1,1,NA,NA,NA,3,3,3,1,2,2,2,5,3,0,0,3,1,0,4,4,4,4,4,5,4,0,1,0,5,0,0,painful,Haptic,4.619,0.288,3.333,4.619,3.857,7
474,6,Dut_Eng,Property,pijnvol,adj,pijnvolle,NA,Haptic,2.8,0.077,2.2,2.8,2.8,1.483,2.588,1.789,0.48,0.6,NA,0.7,NA,NA,NA,7,NA,0,0,3,5,0,0,0,2,4,4,4,2,5,4,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aching,Haptic,3.667,0.555,0.667,3.667,2.048,6
477,6,Dut_Eng,Property,plakkend,adj,plakkende,NA,Haptic,3.6,0.238,1.6,3.6,3.2,1.817,2.191,0.837,0.3,0.3,NA,0.48,NA,NA,NA,8,NA,2,2,3,5,3,0,3,2,4,5,4,1,5,3,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adhesive,Haptic,4.333,0.289,1.19,4.333,3.667,8
479,5,Dut_Eng,Property,plantaardig,adj,plantaardige,NA,Visual,3,0.354,0.875,2.125,3,1.808,1.727,1.852,1.04,1.04,0.699,1.26,9.89,2.8,100,11,NA,0,0,0,2,4,2,1,2,0,3,4,0,0,0,5,5,5,0,0,1,0,3,5,0,3,3,NA,NA,NA,NA,NA,NA,vegetal,Visual,1.455,0.326,0.182,1.455,3.909,7
480,5,Dut_Eng,Property,plastic,adj,plastic,NA,Visual,4.5,0.226,2.125,3.875,4.5,1.727,0.991,0.756,2.68,2.82,1.447,2.68,6.4,4.67,100,7,7,0,1,1,4,4,0,4,3,0,4,5,3,2,5,5,5,5,2,3,4,3,5,5,3,4,5,NA,NA,NA,NA,NA,NA,plastic,Visual,4.286,0.267,1.476,4.286,4.333,7
