"","cat","word","PC1","PC2","PC3"
"735","conc","manipulatie",2.09030660252874,-0.993941687038012,0.159487873875391
"736","conc","massage",-0.189847269642244,-0.902077950099638,-0.223844531375023
"737","conc","ontharder",NA,NA,NA
"738","conc","palpatie",NA,NA,NA
"739","conc","sirene",-0.502019548227237,-0.940183993177467,-0.610865953494795
"740","conc","spons",-1.09576188911433,-1.40195063020376,-0.663471718189367
"741","conc","stijfheid",NA,NA,NA
"742","conc","streling",0.125499097881101,-2.03192740938136,-0.200843551469142
"743","conc","trekker",-0.118894108645704,-0.321205367232923,-0.329926256369714
"744","conc","vijl",NA,NA,NA
"745","conc","wind",-0.112759390324742,0.447334110304874,2.28248231491879
"746","conc","zenuw",-1.3634444404044,-0.972662987062706,-1.09533297688816
"747","conc","zijde",-0.680132108298768,0.177506638108543,0.241047356492344
