"","cat","word","PC1","PC2","PC3"
"114","conc","seconde",0.23539927072466,0.43023213931977,-0.591558568299005
"115","conc","voordeel",0.286895177938621,0.439991835059683,-0.347567930340807
"118","conc","nul",-1.57877652972671,-0.393587496568439,0.069746302096341
"123","conc","amateur",-0.267415380949721,-0.777087576200713,-0.54005835418235
"124","conc","geluid",-0.265352392527413,0.833457286820017,-0.22072769071735
"125","conc","poëzie",NA,NA,NA
"126","conc","verleden",1.22779253571388,1.05640237312216,0.572464417672806
"130","conc","plaats",-0.149996992716936,1.83551895821369,-0.457891342191553
"131","conc","diameter",0.356280364049313,-1.96188987792531,-0.292319336171834
"132","conc","president",1.28195983564341,1.02006872227989,-0.466002888737249
"133","conc","toestemming",1.43774096627612,0.746078717543398,-0.365047702309453
"134","conc","verklaring",1.58687984681481,1.03905695255387,-0.310854449647118
"135","conc","zaken",NA,NA,NA
"137","conc","eis",-1.47361807676973,-0.205966407540561,0.794248668475966
"138","conc","meester",0.0526076262968739,0.707045056323656,-0.50689535993233
"139","conc","ruzie",-1.07302340455215,0.638313564197981,-0.942956330545191
"140","conc","trots",-0.71077573113993,1.03996796212612,-0.854258994390691
"141","conc","verhoor",-0.0418556100611229,-0.52856481536336,-0.0867947133660063
"142","conc","vrijheid",0.196725934462889,0.960398667577247,-0.864239558543669
"143","conc","wachten",0.796498124320647,1.78101453388055,0.980948281636292
"145","conc","mandaat",-0.455720649495305,-1.7773351429869,-0.607780738056725
"148","conc","dichter",0.295416989276143,0.500839012350503,0.233559032616026
"149","conc","geest",-0.494004452518246,1.00603940893006,0.353223667375286
"150","conc","grafiek",-0.427051319645406,-1.77071812514676,-0.531746432282381
"151","conc","komedie",-0.270013835264687,-0.79830013778542,-0.537591656550028
"152","conc","oplossing",0.71440233655153,0.863335545686951,-0.661517125586675
"153","conc","schuld",-0.124466339433562,1.23443105812463,0.0775627752788337
"154","conc","aspect",-0.429822057820883,-0.403185178319988,-0.875595110030938
"159","conc","sierlijkheid",NA,NA,NA
"161","conc","droom",-0.0734245998862171,0.849562896435762,-0.300351464784608
"162","conc","geschil",-0.388904228530324,-1.44392937420519,-0.652208114352962
"163","conc","magie",-1.23007190380289,-0.133192063871723,-0.921193656888388
"164","conc","methode",0.00287512353003355,0.108513370253067,-0.474682171764833
"165","conc","verhulling",NA,NA,NA
"169","conc","toelating",0.436045482912522,-1.02741670138681,-0.426039094050202
"170","conc","belasting",0.895252182182241,0.0975061056308131,-0.462014292180692
"171","conc","carrière",NA,NA,NA
"172","conc","concurrentie",2.74400432573312,-0.148787466699713,0.245213894295884
"173","conc","depressie",0.624915289443911,-0.615459804647263,-0.100621486386271
"174","conc","hemel",-0.531970230800072,1.07207207533992,-0.407772753637498
"175","conc","inkomen",0.285555692421535,-0.185000936885442,-0.17645112323405
"176","conc","invloed",-0.0516008307494681,0.718275935992322,-0.924667501942974
"177","conc","kosten",0.359053645885858,0.623476085926382,0.962227334659247
"178","conc","meerderheid",1.654084946687,-0.15179973232899,-0.15821716738982
"179","conc","personeel",0.934467981299864,0.447789525761087,-0.503587277884953
"180","conc","promotie",0.549140298604465,-0.236653118032546,-0.497029922996871
"181","conc","toevoeging",0.691201282307683,-1.14405354491045,-0.330742013148511
"185","conc","inspanning",1.09990717741332,-0.359388503504445,-0.324272615796151
"186","conc","oorzaak",-0.401854121223057,0.331890129929305,-0.980735844117439
"187","conc","atoom",-1.40743778476566,-1.58156868999532,-0.828026616202048
"188","conc","belangrijkste",NA,NA,NA
"189","conc","blik",-0.730180684459793,0.647174524421451,0.42009253624695
"190","conc","drama",-1.03265361534878,-0.316521299841318,-1.06300650724489
"191","conc","gelach",-0.795051743199235,-0.975605081957029,-0.747705770322562
"192","conc","onafhankelijkheid",4.82138270421143,-0.266344790047775,1.00050342005763
"193","conc","thema",-1.31402837691682,-0.511220820044208,-1.14972588801392
"196","conc","band",-0.188826519621455,0.508765936950642,2.10798895534058
"197","conc","fortuin",-0.235804171427717,-0.234483106844929,-0.717233838018361
"198","conc","indruk",-0.276828310532941,1.03033875534773,-1.04447670431455
"199","conc","nederlaag",0.785937045248166,-0.615415702695455,-0.372483356175392
"200","conc","overeenkomst",2.62180321880842,0.524251187575938,0.244174226753981
"201","conc","overwinning",1.67813689078279,0.338866462934052,-0.211343181956371
"202","conc","prins",-0.823944975286607,0.457380258824184,-0.940213533435415
"203","conc","tekst",-0.835139472876207,0.338568036352062,-0.962427701378203
"204","conc","telefoontje",NA,NA,NA
"205","conc","verbeelding",1.66399246722251,0.0564804637073565,-0.180713312284874
"206","conc","verpleger",1.04729493819717,-1.13310619636939,-0.0121661331594378
"207","conc","vondst",-0.55145786154502,-0.791368101402262,-0.816507882134324
"208","conc","voorziening",NA,NA,NA
"212","conc","beurs",-1.23133610899772,-0.419234448681323,-0.810802351756813
"213","conc","haat",-0.0844042832028438,0.488027085514588,3.19729832084243
"214","conc","hel",-0.0161529320970685,0.027528285144382,4.21872084575513
"215","conc","hinder",NA,NA,NA
"216","conc","onderwijs",1.03702134288025,0.232165772772512,-0.300116869935282
"217","conc","plan",-0.88042382738877,1.22245127409075,-0.209673561750887
"218","conc","doel",-0.537218318527236,0.734156873131068,1.66474230571954
"222","conc","concept",0.079276012592213,-0.5337972731368,-0.469108908339113
"223","conc","mist",-0.503687906587258,-0.106171775769057,1.69730450069501
"224","conc","trend",NA,NA,NA
"225","conc","volume",-0.594239386164796,-1.07398735567818,-0.78108666554491
"226","conc","wantrouwen",1.14704521135283,-0.670069549037729,-0.020555449751235
"229","conc","bezit",-0.677686878365115,0.610258291461179,-0.581499739398285
"230","conc","feit",-0.922753469917515,0.842708932422248,0.433423991376293
"231","conc","financiën",NA,NA,NA
"232","conc","huur",-1.11402518114694,-0.208890170795207,0.706181923824292
"233","conc","ideaal",-0.679228530657144,-0.0934153003568759,-0.936640860797422
"234","conc","junior",-0.579095705888036,-0.562508643992218,-0.83501147443545
"235","conc","misdrijf",0.253928030265873,-0.339313511147433,-0.590612565972297
"240","conc","moment",-0.179351740374447,1.80758858035207,-1.13859753826981
"241","conc","aanvraag",-0.0734069715894099,-0.730806148577079,-0.649975706826301
"242","conc","bank",-0.545082483503896,0.748934836930508,0.97610784405962
"243","conc","bouwer",-1.18580460253874,-2.17837844239665,-0.480091527616266
"244","conc","fout",-0.908171554324595,0.9389817839877,0.647482252601666
"245","conc","muziek",-0.5729571997172,1.13288886627208,-1.15858693277751
"246","conc","onderzoek",1.22465719796916,1.45243629108183,-0.254416645673148
"247","conc","raket",-0.818810417542203,-0.463879670569065,-0.369281516124668
"248","conc","substituut",NA,NA,NA
"249","conc","welzijn",-0.243921264529532,-0.407928251859748,-0.779973485989723
"254","conc","koninkrijk",1.43049960674833,0.0824311225874329,-0.153008684637567
"256","conc","baas",-0.244652281640765,0.708455962791204,2.5956968601008
"257","conc","enthousiasme",2.20681489586982,-0.352118606826056,0.247999722853571
"258","conc","gips",-1.34694300225776,-1.45177656533261,-0.0633675454230725
"259","conc","mislukking",1.05865796864926,-0.408852105783049,-0.312439620090401
"260","conc","pels",-1.21457199624393,-2.26327915476063,0.674178368520146
"261","conc","pupil",-1.16355870185704,-1.42670995529988,-0.930208635287842
"262","conc","spoor",-0.751752234374262,0.537521694307628,-0.0725671043939794
"263","conc","sterven",0.630191996518299,1.42822270910706,0.0388959049772723
"264","conc","symbool",-0.166830187267467,0.127745080799846,-0.846424854393876
"267","conc","arbeider",0.400044726577601,-0.418125988109328,-0.40807022567781
"268","conc","eigenaar",0.176114090434105,0.511438970510279,-0.616771647396182
"269","conc","landschap",0.868225247217088,-0.31039315159099,-0.416728719943265
"270","conc","poging",-0.626602913650503,0.551152260541213,-1.09131149063829
"271","conc","route",-0.936318666282978,-0.251300551318332,-0.0805322607003229
"272","conc","school",-0.421390677643406,1.49243509423712,-0.251026320024501
"273","conc","tegenstand",1.56485975681082,-0.872043186526075,-0.0443228274291766
"274","conc","vergadering",2.05002639362418,0.772387136920145,-0.16362268488979
"275","conc","vreemdeling",1.64127730618303,-0.00512917503515439,-0.170745381582771
"277","conc","begin",-0.431745889189244,1.5078773749263,-0.386616786058841
"278","conc","probleem",0.625857353455374,2.01076192175257,-0.887836529137391
"280","conc","boosheid",-0.0880328981782637,-0.94743342795374,-0.625863263299663
"281","conc","crisis",-0.399158849460338,0.0144245895057879,-0.841050620428523
"282","conc","harmonie",0.290161851603992,-0.414537362586228,-0.589127236505849
"283","conc","incident",0.5723476281434,-0.196291594667407,-0.504896348700274
"284","conc","levering",0.250466831322454,-0.894903196557619,-0.335417719085901
"285","conc","relatie",0.408813550070802,1.16663307780797,-0.495169538721033
"286","conc","richting",0.294217170788911,1.07207779271057,-0.692548160938851
"287","conc","vacuüm",NA,NA,NA
"293","conc","afval",-0.969410989350486,-0.326227765802986,-0.87355320793376
"294","conc","arrangement",NA,NA,NA
"295","conc","blijven",0.471256428931109,2.35145696971953,-0.297763684791385
"296","conc","consequentie",NA,NA,NA
"297","conc","fabriek",-0.160652788737009,0.215313986506707,-0.85632254717234
"298","conc","succes",-0.285770522848833,1.17470017487939,-1.0574675845082
"299","conc","talent",-0.377287293106213,0.349966723050318,-0.842097045167063
"300","conc","beneden",0.501876270030122,1.50106043530392,-0.345096996304573
"301","conc","ondeugd",-0.445016981761015,-1.66674494845508,-0.62054055608343
"302","conc","student",0.207554197804712,0.25973875585984,-0.569906377794588
"303","conc","vertrouwen",1.4251602060827,1.49591615072884,-0.247450238243109
"307","conc","afbeelding",1.01352801624825,-0.904514993971162,-0.255350541062541
"308","conc","contract",0.780344840514099,0.323294873036683,-0.193553035334956
"309","conc","functie",-0.0275514084823429,0.33147531096875,-0.690938985849189
"310","conc","productie",NA,NA,NA
"311","conc","stad",-0.398453711690872,1.47258364309374,0.978789741407918
"314","conc","formatie",0.497396407990303,-0.866852978370059,-0.425391194224918
"315","conc","schatting",0.269068234497026,-1.05623679077735,-0.231694178614645
"316","conc","niveau",-0.8591949411303,0.490147816908126,-1.00052304789955
"317","conc","voorbereiding",2.43740404281754,-0.0946264275670983,0.110873899677234
"318","conc","dokter",-0.118046423812957,1.47913756833483,-0.754145847270114
"319","conc","drukte",-0.222931785082483,-0.325584727447172,-0.121569894617529
"320","conc","juffrouw",-0.181793524035599,0.503204481605027,-0.908600275646599
"321","conc","noodgeval",0.746873167676943,-0.360997480528148,-0.391388257325635
"322","conc","ontwikkeling",2.34186773966002,0.602930026299042,-0.0691275986580582
"323","conc","race",-0.149637958105202,-0.626625062866275,0.212259890985096
"329","conc","gemak",-0.880369325861358,0.165532698556025,-0.937513786233401
"330","conc","baan",-0.709897551391196,0.819905452787277,1.25058221249058
"331","conc","dood",-0.249440538628655,1.7759485123054,1.97370547741975
"332","conc","gelegenheid",2.1288202375627,0.631395310476272,0.0364905410565988
"333","conc","stem",-0.711472492638106,1.09800710636733,0.254191078638189
"334","conc","tractor",-0.0130567195599079,-1.29714924670436,-0.296003437643236
"335","conc","vlees",-0.8937940023455,0.712829126989359,-0.546027149773765
"338","conc","selectie",0.287876226905826,-0.72066021463056,-0.440539640184148
"340","conc","balans",-0.505412752344779,-0.356700765252835,-0.86766164931123
"341","conc","duik",-1.1697883239199,-1.26237991054405,1.182799564984
"342","conc","herinnering",1.76873372029965,0.666946621706769,-0.259207828852173
"343","conc","links",-0.559393195483737,0.822401470399441,-0.378211976901891
"344","conc","stop",-0.574890974605083,0.506586117295957,1.33105015483975
"345","conc","uitwisseling",1.75638584793147,-1.00289937202734,0.035989534686397
"346","conc","verloving",0.779156311588055,-0.875351068132722,-0.146310741963558
"347","conc","vermindering",2.3396738748921,-1.23216014184945,0.267854915689419
"350","conc","beurt",-0.750696004991772,0.529249666282225,-0.0628224538562217
"351","conc","effect",-0.655576614866538,0.342683494547035,-1.06563548325469
"352","conc","kern",-1.28374671798615,-0.283720307423206,-0.588890291501363
"353","conc","klant",-0.423732949186103,0.329049907870841,0.25475932817422
"358","conc","eenheid",-0.414025553477131,0.415814495264792,-0.987174451069504
"360","conc","grens",-0.769076497272691,0.639879620432871,-0.922201117680331
"361","conc","angst",-0.967893552191603,1.00798193270879,-0.96130702642808
"362","conc","eigenschap",1.12878243444711,-0.280064421160344,-0.337000305626097
"363","conc","entree",-0.919977643246273,-1.22847917279427,-0.864412849103334
"364","conc","informatie",1.92639422482732,1.39554622769629,-0.213876486091112
"365","conc","nieuwsgierigheid",3.74512068459143,0.0398666553504651,0.564003609001441
"366","conc","waarde",-0.0589859163663724,0.544159396567859,0.452438891334505
"367","conc","afstand",0.267350025204628,0.90625873483556,-0.762137947383667
"368","conc","soort",-0.273801186244954,1.56217875720818,0.668089261670082
"369","conc","team",-1.46303047825554,0.453775295750404,-0.541652326895868
"370","conc","behoefte",0.665851062337255,0.570434092089718,-0.153087375501894
"371","conc","dak",-0.431980678181125,0.169733005638609,2.8985478921143
"372","conc","extreem",0.0833194208590648,-0.234639599118141,-0.617321320270262
"373","conc","gebaar",-0.458292653109352,-0.0714928922213703,-0.342304674457422
"374","conc","genezing",0.266401917816707,-0.555065366827593,-0.571112055293563
"375","conc","genot",-0.897407322607779,-0.385146864695528,-0.716780468270718
"376","conc","onderscheid",1.72091105534428,-0.299414704998209,0.0445051071693228
"377","conc","belading",NA,NA,NA
"378","conc","boete",-0.877359714285352,-0.731001544284807,0.310505862146032
"379","conc","dek",-0.564068734503992,-0.540570650694152,2.94638348068291
"380","conc","kind",-0.16981507915579,1.77612571389453,1.36269381028534
"381","conc","schrift",-0.0997486208789081,-0.68525736974514,-0.260575407970745
"382","conc","vorm",-0.993012853333543,0.909177432557382,-0.476136741523847
"385","conc","bewijs",-0.517415765663854,0.97080273978507,-0.87109646649446
"386","conc","bouw",-1.01840839765609,-0.591534308527058,1.76077333309726
"387","conc","flauwvallen",1.16369513192258,-1.16429298066097,-0.128242524951985
"388","conc","gebied",-0.286353380547107,1.05627967348502,-0.429539345327055
"389","conc","openbaar",0.519624255019905,0.443218901023437,-0.432666363665407
"390","conc","platform",0.470713067036238,-1.0256134924463,-0.405065302679613
"391","conc","situatie",0.909040291677991,1.35304646633268,-0.516967788887174
"394","conc","kwestie",-0.0262664885006327,0.652073312942521,-0.723210172037446
"395","conc","uitvinding",1.02727450948404,-0.573085771577064,-0.290848221546269
"396","conc","welkom",-0.254235181858385,0.96794260980541,-0.725392961097198
"398","conc","dans",-0.866037163856783,-0.0148964084529768,0.590354693255797
"399","conc","opwinding",0.88441159420872,0.00114735490701257,-0.450532570336404
"402","conc","oog",-1.08142334121389,1.07168166092753,1.12579400814168
"403","conc","paar",-0.205852864524003,1.61608604151358,2.12737597590077
"404","conc","schok",-0.754905097976226,-0.288766216297696,0.336370072537915
"405","conc","toename",-0.340756788208493,-1.20449066690086,-0.684178019848357
"406","conc","ziekte",-0.410532916544037,0.672667198775587,-0.542408412211191
"408","conc","basis",-0.828657349895905,0.61892413366871,-1.07301560198211
"412","conc","centrum",0.159510926786338,0.406696880167531,-0.775649747141526
"413","conc","duim",-1.39391837216042,-0.384608174474043,-0.107267736639864
"414","conc","werk",-0.633029938035521,1.99410301197885,0.0698339982958073
"417","conc","gezondheid",1.54893399353491,0.563663152016692,-0.139302261706655
"420","conc","kip",-0.682333273054184,-0.110978726471682,2.37115708990685
"421","conc","proportie",1.01244819412005,-1.71009534911828,0.0513974677308899
"422","conc","schoonheid",0.907859218206222,0.670732443021125,-0.548400212034329
"423","conc","verzameling",1.92486974403454,-0.181632764076173,-0.0472634976476808
"425","conc","bestand",0.228788070242,-0.251122059647898,-0.241888370771665
"426","conc","deel",-0.626311432455011,1.26394752017165,1.11086010636164
"427","conc","emotie",-0.311511415520199,-0.257399159749833,-0.511802489061673
"428","conc","hulp",-0.840555585429546,1.30579260190464,-0.0617634037992353
"429","conc","kamp",-0.973238102406944,0.19092488583848,0.107959451481405
"430","conc","reus",-1.28936588933584,-0.772275261672711,0.393566576136449
"434","conc","beer",-0.789428778684414,-0.39378457505236,1.63846287992166
"435","conc","koelkast",0.264531856305407,-0.223114049639675,-0.603996939993299
"436","conc","stijgen",0.0381295134702392,0.0311923948287348,-0.309946178837096
"437","conc","wiel",-1.13603903086964,-0.764526553459892,0.801565794897925
"438","conc","breuk",-1.02850235989058,-0.772434847035519,-0.166846688926521
"445","conc","drie",-1.43961257219606,1.98888132437838,-1.4592379179763
"446","conc","omzoming",NA,NA,NA
"447","conc","vliegtuig",0.694316343267089,0.949182574262826,-0.666932164053682
"448","conc","zus",-1.32832806913177,0.317585279245823,0.517717729542801
"449","conc","leiding",-0.35940352128862,0.693773977697587,-0.942593764642643
"453","conc","gat",-0.364982320573212,0.282807750627471,2.96656963920002
"454","conc","tevredenheid",2.35554203545943,-0.935841659830318,0.235584978724234
"455","conc","veiligheid",1.35994797848306,0.658555892872,0.0462931550344258
"456","conc","erkenning",0.622081234624136,-0.649061486559206,-0.178184870458962
"457","conc","bibliotheek",1.67899280997728,0.308394787956443,-0.208427918006922
"458","conc","prijs",-0.898994056602751,0.97274320678933,-0.688738916760918
"462","conc","kelder",-0.147419580430701,0.277420625369541,-0.194606612116807
"464","conc","conditie",0.666028684189102,-0.228943269600481,-0.318185807243382
"465","conc","druk",-0.772313809444127,1.31004512751104,0.0893056487739971
"466","conc","loon",-0.824214068502455,-0.281964399279649,1.4614122997729
"467","conc","onder",-0.220105957158888,2.19590683396618,-0.25561867966002
"468","conc","type",-0.882082238265963,0.540767585024437,-0.549002111185414
"472","conc","boerderij",0.630781106618483,0.395328747992727,-0.600923942532754
"476","conc","aantekening",1.57536310591478,-0.816087911931132,-0.0786411291850443
"477","conc","lus",-1.02101093869366,-1.94942132749031,2.32200033162327
"478","conc","schade",-0.375871891292277,0.347756798410975,-0.189867715454688
"479","conc","stof",-0.94118581696479,0.387306293235507,0.0107368159461475
"480","conc","tante",-0.733553655308685,0.763610937419668,-0.859156826124752
"481","conc","venster",0.107185954228621,-0.598053248768111,-0.467388328662578
"483","conc","capaciteit",1.33428708461814,-0.664453172406692,-0.17976269445604
"484","conc","expansie",NA,NA,NA
"485","conc","weerstand",0.866063364115675,-0.172525403067997,-0.43011021355061
"486","conc","dichterbij",NA,NA,NA
"487","conc","huishouden",1.04437177573676,-0.536002636642953,-0.297338514074288
"488","conc","maatje",-0.597796039481052,-0.492469433209291,0.538068599574071
"489","conc","verf",-1.09897118860047,-0.249680177858844,-0.025905989873457
"492","conc","kogel",-0.707308646261974,0.340142700398721,-0.468173754307069
"493","conc","machine",0.237323151567103,0.490901430898344,-0.598063808404166
"494","conc","neef",-1.09077271736514,0.104908157103773,0.580306447551935
"497","conc","afsluiting",0.970916134861891,-1.04772254139722,-0.233935676174766
"498","conc","terug",-0.572786335181304,2.36579217402972,-1.20933794616717
"499","conc","zaad",-0.860283626815593,-0.729565721445177,1.49410528400659
"500","conc","hoeveelheid",1.43173068138957,0.254657154989013,-0.314869562900516
"501","conc","inhoud",-0.621288004729564,-0.00737175641228563,-0.837284094644758
"502","conc","interieur",1.07888206280436,-1.17153228580137,-0.013513641864711
"503","conc","maat",0.0207392434454796,0.131291467125282,3.61356818903554
"504","conc","stuk",-0.711026891501175,1.39652475722624,0.151878896179209
"505","conc","telefoon",0.571910382719145,1.32934096086733,-0.611579340696746
"506","conc","weer",0.301097516468248,2.16750606546662,2.49344518430185
"513","conc","vriend",-0.368411466637291,1.92576023686985,-0.991610762808278
"515","conc","bedrag",-0.191125811502429,0.119907826669988,-0.325287967602041
"516","conc","mond",-0.330198707258622,1.20727107984192,1.31072390886734
"517","conc","pistool",-0.128493479302556,0.768203513883648,-0.917028614250456
"518","conc","vel",-0.675173418022732,-0.856264593367168,2.67079237013262
"519","conc","vinden",0.406513670796263,2.31023435562923,0.142901839460759
"520","conc","zeer",0.0507148237642045,1.25899247194499,2.26443515913101
"523","conc","sterkte",0.147681807622731,-0.441544059952269,-0.290680445843581
"524","conc","worp",-1.36223159861224,-1.05198995868401,-0.254704570926958
"527","conc","ambacht",NA,NA,NA
"528","conc","plug",-1.60284760057603,-2.21145176150383,-0.297629446022391
"529","conc","spanning",0.124144413676647,0.392301570514046,-0.795214753305477
"534","conc","geweer",-0.060192391425251,0.556631756699521,-0.110428537919523
"538","conc","hoed",-0.500543834225305,-0.0139190687739577,2.20396993035618
"539","conc","verscheidenheid",3.40482308778245,-0.981096474171072,0.596652282105982
"544","conc","uitrusting",1.02936456154531,-0.404995149544267,-0.30796071216748
"547","conc","leven",0.786158083652796,2.11511124332905,2.60657376798028
"548","conc","opening",-0.152801290060003,-0.162460938337725,-0.62067320926864
"553","conc","gereedschap",1.61148565920279,-0.0538229336155555,-0.160898329557351
"554","conc","apparaat",0.0871913892014914,0.103217221380887,-0.678814576082055
"555","conc","dame",-1.18824708852662,0.861655066420407,-0.837021150946811
"556","conc","massa",-1.13009323923409,-0.124184584961422,-0.857146459768643
"559","conc","voeten",NA,NA,NA
"563","conc","contact",0.416376125956396,1.26773180966453,-0.506516261526669
"564","conc","lift",-0.940572458282823,0.384520683756347,0.173776501015549
"565","conc","snee",-1.4051075466778,-1.18372153290463,0.363617677571288
"571","conc","rand",-0.279218882253251,-0.00123722642090758,2.02033672668106
"576","conc","baby",-1.38019255609032,1.03244760268609,-1.41941606537705
"577","conc","pond",-0.697376728458258,-0.202929527234001,1.15098394691964
"578","conc","schelp",-0.520916164086777,-1.53475046883223,0.293934866730328
"587","conc","gras",-0.83156715242158,0.037300807125009,0.507048127514883
"588","conc","zee",-1.02327999399305,0.497205678084644,1.72542275968798
"591","conc","poeder",-0.523215485226125,-0.82501722224224,0.0243136655764885
"597","conc","hek",-0.474670982783014,-0.39690515132931,3.07089622882306
"598","conc","neus",-1.22646469450817,0.761989959025466,-0.213681605490779
"599","conc","rok",-0.409611307160918,-0.905222211037042,3.43666112269272
"602","conc","keten",-0.197673212278881,-1.20436785369622,1.63720690555578
"603","conc","glas",-0.862893944266733,0.797475094511654,0.0290539772311452
"604","conc","geld",-0.677028196639438,1.80138525104323,0.10540832647972
"612","conc","beker",-0.529162699793721,-0.646382031622605,0.47842023930305
"613","conc","bocht",-0.733073998761834,-0.510103014986385,0.481487026047052
"614","conc","bureau",-0.779041478064634,0.846074648295668,-0.886640993015715
"615","conc","voet",-0.450307137330311,0.627597543239681,1.90523172999749
"623","conc","papier",-0.615324493724315,0.666135442383504,-1.10473421729706
"628","conc","bot",0.216564905468903,-0.734040540909405,5.12482825848638
"629","conc","firma",-1.00881561825141,-0.339586526155342,-1.06478167437213
"630","conc","kwaliteit",0.940669121182558,0.251824052040332,-0.484994936918293
"631","conc","spier",-1.02095614908779,-0.854476729421793,-0.205111371389454
"632","conc","item",-1.68862174664641,-1.93627395811881,-0.636560066053036
"639","conc","dik",-0.283438580016116,0.330115026744722,3.12921099406677
"640","conc","zeep",-1.30703897348186,-0.436002008768809,0.236289402396826
"646","conc","rots",-0.990469041480224,-0.218725310961911,0.233372116208921
"647","conc","vloeistof",0.793687650040765,-0.527689509892961,-0.382579074809661
"653","conc","deken",0.24391513056913,-0.31562367449707,2.38851058215459
"654","conc","overhemd",0.625857712745215,-0.317859048731859,-0.38406646319012
"655","conc","riem",-1.28293478040974,-0.368175814222338,0.234522318091491
"656","conc","stoel",-0.523970264832526,0.744657696211371,0.393521623678021
"657","conc","vilt",-0.961319403884639,-2.59078256804093,1.63303872219682
"666","conc","object",-0.447690248698416,-0.240092284327385,-0.889032582428041
"667","conc","tikje",-0.721299346376491,-0.998834451721641,0.147703719930766
"673","conc","wacht",-0.181245428152971,1.23289441968684,1.37305280308129
"677","conc","lichaam",-0.249751199573978,1.5572846450848,-1.12876508807523
"683","conc","katoen",-0.827407642244814,-0.858164337789311,-0.799319698786159
"689","conc","bad",-0.13139766399782,-0.239553703383475,3.97521156930068
"698","conc","been",-0.467318708538832,0.576883700986854,1.90405583346394
"711","conc","gevoel",-0.349815762903282,1.43464169819981,-0.746351153235933
"724","conc","aankondiging",2.05546414908859,-0.789642983348914,0.117914687874865
"725","conc","besmetting",0.919034901152051,-1.15317049148598,-0.214811399334238
"726","conc","compliment",1.65689969466205,-0.114490328155497,-0.135404919766238
"727","conc","felicitatie",NA,NA,NA
"728","conc","gerucht",0.124954820596043,-0.197907496719825,0.178054249171458
"729","conc","heft",-1.18771584651802,-1.66686908907115,0.574058503941981
"730","conc","klap",-0.458762174004572,0.112122402739535,1.55035699284338
"731","conc","knuffel",-0.198822486959088,-0.965698150231211,-0.0530755335581416
"732","conc","kus",-0.777442092441832,-0.0877611008666924,2.17660733049036
"733","conc","laster",-0.38372315288493,-1.55687039485251,0.109774601569365
"734","conc","letsel",-0.587594338663966,-1.27804653596827,-0.562749114802397
