"","word","PC_length","PC_freq","PC_distinctiveness"
"567","kort",0.167367487444363,1.05544766917279,2.39415269742646
"568","koud",-0.46996608194739,1.1206888747431,1.52240458568338
"569","krakend",NA,NA,NA
"570","krassend",NA,NA,NA
"571","kreunend",NA,NA,NA
"572","krijsend",NA,NA,NA
"573","krullend",NA,NA,NA
"574","laag",-0.136625953264201,0.621582875550895,2.74207135219383
"575","lachend",0.0739276743215744,0.443793985191196,-0.557431179019905
"576","lang",0.013030567336508,1.91113573080106,2.04899386037773
"577","langgerekt",NA,NA,NA
"578","lauw",-1.16254584291321,-1.18598865918945,2.46129740568478
"579","leeg",-0.49464563658021,0.950437307877039,1.6319149973609
"580","leerachtig",NA,NA,NA
"581","lelijk",-0.409937201064456,1.28750376225216,-1.07690371994134
"582","lenig",-0.9976348659239,-0.457930754584589,-0.449754155685111
"583","levend",0.269800280971683,1.47470730039382,-0.301471995197163
"584","levendig",1.1649938081671,0.845496286777246,-0.305977975807823
"585","licht",0.233867113752994,1.51551472839758,1.56438164733297
"586","lichtbruin",1.4178846127667,-0.141793784961831,-0.101948993567566
"587","los",-0.043053132807569,0.976670445556052,3.3103615427666
"588","luchtig",-0.00878131014540543,0.149472767338222,-0.523719989475443
"589","luid",-0.322639048900432,-0.0420952585300501,2.82046351173826
"590","luidruchtig",2.358432778555,0.790953889298299,0.0753222787476783
"591","mager",-0.420462476209726,0.665585894721849,0.00522202395440454
"592","mals",-0.89090239925065,-0.946767164575464,1.5530692816647
"593","melodieus",NA,NA,NA
"594","metalen",0.419403432831305,0.764190252269031,-0.690628754711813
"595","miauwend",NA,NA,NA
"596","miniatuur",1.04327021878015,-0.283983903575731,-0.257223081847755
"597","mistig",-0.354801826981698,-0.245674579274952,-0.395033825255436
"598","modderig",0.459875227766156,-0.242792209047679,-0.376843935126457
"599","mollig",-0.719904944886149,-0.190503701986836,-0.610669909402185
"600","mompelend",NA,NA,NA
"601","mondig",NA,NA,NA
"602","mooi",-0.694744516391152,2.00575194117396,0.288213871129018
"603","morrend",NA,NA,NA
"604","morsend",NA,NA,NA
"605","mottig",NA,NA,NA
"606","nassig",NA,NA,NA
"607","nat",-0.289080892468541,0.183359275594392,3.35663801402384
"608","nattig",NA,NA,NA
"609","nauw",-1.05294433837293,-0.10121580657066,1.82379263076103
"610","nevelig",NA,NA,NA
"611","olieachtig",NA,NA,NA
"612","onbeweeglijk",NA,NA,NA
"613","ondiep",-0.812636062505443,-0.175272831190066,-0.848092617140186
"614","ongelijk",0.75934722186281,1.09464712482225,-0.761370657240013
"615","onmetelijk",NA,NA,NA
"616","onrijp",NA,NA,NA
"617","oorverdovend",3.20406284487359,0.271951020456157,0.486277266120308
"618","open",-0.285570295138892,1.90638344237172,0.644395824637468
"619","oranje",-0.562518674326314,0.840677329539439,-1.08800405466332
"620","ovaal",NA,NA,NA
"621","paars",-0.473295274537987,-0.163949845934149,1.28162688154714
"622","papperig",NA,NA,NA
"623","piekerig",NA,NA,NA
"624","piepend",NA,NA,NA
"625","piepklein",0.884422916948022,0.112706446337766,-0.25022898353124
"626","pijnlijk",0.527669827407923,1.30701897779846,-0.783317065556186
"627","pijnvol",NA,NA,NA
"628","plakkend",NA,NA,NA
"629","plantaardig",NA,NA,NA
"630","plastic",0.480466065747559,1.23419241648094,-0.938601497773047
"631","pluizig",-0.324573695810764,-0.780231488820888,-0.477447332975274
"632","prachtig",1.25097515595199,2.24538450830752,-0.521249532101471
"633","prikkelend",NA,NA,NA
"634","pulserend",NA,NA,NA
"635","puntig",NA,NA,NA
"636","puur",-0.979953720711417,0.535845442949734,0.806839392924956
"637","raspend",NA,NA,NA
"638","rauw",-0.890558405658059,-0.554705551731058,2.60609399828157
"639","recht",-0.149064962055499,1.77792370491465,0.436957898912944
"640","rechthoekig",NA,NA,NA
"641","reusachtig",1.69679856371511,0.702971261799446,-0.136863042198101
"642","rinkelend",NA,NA,NA
"643","ritmisch",NA,NA,NA
"644","ritselend",NA,NA,NA
"645","robuust",NA,NA,NA
"646","roestig",-0.0960020664521423,-0.086061768002686,-0.517560371338476
"647","rommelend",NA,NA,NA
"648","rond",0.054898911226747,1.50378009622455,1.77002662074891
"649","rood",0.0584524562526378,0.636573671671274,3.17091617068241
"650","roodachtig",NA,NA,NA
"651","roosterend",NA,NA,NA
"652","rot",0.454219783997668,-0.182945783947324,5.4773286155249
"653","rotsig",NA,NA,NA
"654","roze",-1.12771367293833,0.792023344049377,-0.4686401697178
"655","rubberachtig",NA,NA,NA
"656","ruig",-1.19553759574356,-0.312542374700445,1.00653492094206
"657","ruim",-0.730238229876218,0.838266211894633,1.14700780216229
"658","ruisend",NA,NA,NA
"659","rustig",0.309269856002183,2.40097534793676,-0.991436413511718
"660","ruw",-1.91421577362012,0.103472453807579,0.257164267128842
"661","saai",-1.32805819080078,0.589295104694384,-0.0439600420124787
"662","schattig",0.450677431545583,0.88756987957571,-0.569381837895382
"663","scheef",-0.573398293261934,0.038328969707899,0.260241690842619
"664","schel",NA,NA,NA
"665","scherp",0.0310716211418182,1.20504431905155,0.031390737619634
"666","schetterend",NA,NA,NA
"667","schilferig",NA,NA,NA
"668","schimmig",NA,NA,NA
"669","schitterend",2.64286838732667,1.68320424364997,0.0447010943749406
"670","schoon",-0.355699142219205,1.32212489386741,-0.272202053151899
"671","schor",NA,NA,NA
"672","schreeuwend",2.01655259898619,0.490872667846839,0.227386295094661
"673","schreeuwerig",NA,NA,NA
"674","schriel",NA,NA,NA
"675","schuimig",NA,NA,NA
"676","schurend",NA,NA,NA
"677","sissend",NA,NA,NA
"678","slap",-0.436896157456131,-0.0175571068197263,1.85276080707171
"679","slijmerig",1.16684718028445,-0.0134727073377399,-0.180234206115736
"680","slissend",NA,NA,NA
"681","smakeloos",1.10795665500026,0.0459618686410847,-0.363134222550485
"682","smerig",0.137704764494131,1.09094096552788,-0.311334016729338
"683","snel",-0.623340342044001,2.20831434704257,-0.424853441696299
"684","soepel",-0.48148582103,0.358400360522014,-0.494909637748003
"685","solide",-0.123807139427405,0.256525633130709,-0.963230501767078
"686","somber",-0.135415793073202,0.878442371250537,-0.809502092554394
"687","sonoor",NA,NA,NA
"688","spinnend",NA,NA,NA
"689","spits",-0.91552989667595,0.0274958936875723,-0.653702235725682
"690","sprankelend",NA,NA,NA
"691","stampend",NA,NA,NA
"692","steil",-0.955893843587929,-0.141745621302854,0.079475214236628
"693","stekelig",NA,NA,NA
"694","sterk",-0.0507728285909034,1.90305256349518,-0.132454496705862
"695","stevig",-0.0800577727482538,1.33732016960699,-1.05978934312634
"696","stil",-0.478124330284503,1.61523321943355,0.408993576149256
"697","stilstaand",1.97601180633733,-0.326773181158164,0.69218871707407
"698","stoffig",-0.0422346263784185,0.0693600780344509,-0.528052822344842
"699","stom",-0.559937035261782,1.0968329332785,0.671856798779269
"700","stomp",-0.742732329765794,-0.16119293665269,-0.0710373459180405
"701","stormachtig",NA,NA,NA
"702","strak",-0.128444163989478,0.837124597858921,0.562125181979598
"703","stralend",1.10347440427693,0.55075936236068,-0.19930784129086
"704","swingend",NA,NA,NA
"705","taai",-1.24050534527952,0.00483232124948546,0.645164746064769
"706","teerachtig",NA,NA,NA
"707","tenger",-0.83097771244525,-0.490344887652141,-0.647431670526213
"708","tijlpend",NA,NA,NA
"709","tinkelend",NA,NA,NA
"710","tintelend",NA,NA,NA
"711","transparant",2.84014096399812,0.145359767865828,0.338849120063643
"712","troebel",-0.250696292301338,-0.220476903562908,-0.788279742941439
"713","vaag",-0.750999335654689,0.227600146767429,1.6102498562314
"714","vallend",-0.149200240180362,-0.449848247004441,-0.351757810232945
"715","verkoold",NA,NA,NA
"716","verouderd",1.17992467075694,0.257009307912291,-0.379054825518674
"717","verstild",NA,NA,NA
"718","vertakkend",NA,NA,NA
"719","vetachtig",NA,NA,NA
"720","vierkant",0.764502594132605,0.587828345699759,-0.351416005418338
"721","vies",-0.874646470523892,0.343073107497631,1.22585036167975
"722","vlak",-0.577835109249387,1.22712698529464,0.486132500751375
"723","vlekkeloos",1.42569720680136,-0.0140760117381074,-0.172055805208905
"724","vlezig",NA,NA,NA
"725","vochtig",0.0914929105199535,0.69748840076127,-0.737744483040935
"726","volumineus",NA,NA,NA
"727","vreemd",-0.105824677074342,2.01336869312212,-0.95796672290284
"728","vuil",-0.857662485006243,0.533390333160409,1.10430867767935
"729","warm",-0.658791006167906,1.404921209143,0.154905563321691
"730","wasachtig",NA,NA,NA
"731","wazig",-0.958845788334839,0.141954788620461,-0.846157877148572
"732","weelderig",NA,NA,NA
"733","weerkaatsend",NA,NA,NA
"734","weinig",0.0518321143297869,2.26704590754207,-0.812223691894776
"735","wild",-0.667279085463526,0.803316137284781,0.608141872828392
"736","wit",0.520553245897629,0.214337215513751,5.25225103294041
"737","wollig",NA,NA,NA
"738","zacht",0.288729683643659,0.756864819723161,2.3304172720607
"739","zanderig",NA,NA,NA
"740","zangerig",NA,NA,NA
"741","zeepachtig",NA,NA,NA
"742","zeer",0.444705149790939,1.34987374249617,2.84132789217282
"743","zeurend",NA,NA,NA
"744","zijdeachtig",NA,NA,NA
"745","zilveren",1.11421820908704,1.23933347476181,-0.745608564404215
"746","zoemend",NA,NA,NA
"747","zonnig",-0.477295500629866,0.218877774032264,-0.370742198931574
"748","zuchtend",NA,NA,NA
"749","zwaar",-0.378773419191158,1.62939304179106,0.0150870651396794
"750","zwak",-1.15751828321443,1.2315947470698,-0.902428902001394
"751","zwart",-0.3716778258938,1.66832246127414,-0.707833380785734
"752","zwoel",NA,NA,NA
"753","",NA,NA,NA
"754","",NA,NA,NA
"755","",NA,NA,NA
"756","",NA,NA,NA
"757","",NA,NA,NA
"758","",NA,NA,NA
"759","",NA,NA,NA
