"","word","PC_length","PC_freq","PC_distinctiveness"
"1","aankondiging",2.05546414908859,-0.789642983348914,0.117914687874865
"2","aantekening",1.57536310591478,-0.816087911931132,-0.0786411291850443
"3","aanvraag",-0.0734069715894099,-0.730806148577079,-0.649975706826301
"6","academie",0.250774152324439,-0.512358453614089,-0.572907870070747
"7","achtergrond",2.02476626605049,0.464065429125884,-0.128482019946112
"8","administratie",3.30659659208328,-0.20850859028239,0.554223048203137
"9","advies",-0.664506009792209,0.504401217718145,-1.08032921671168
"10","afbeelding",1.01352801624825,-0.904514993971162,-0.255350541062541
"11","afdeling",0.500141997292758,0.64552356702169,-0.531133726265156
"12","afsluiting",0.970916134861891,-1.04772254139722,-0.233935676174766
"13","afstand",0.267350025204628,0.90625873483556,-0.762137947383667
"14","afval",-0.969410989350486,-0.326227765802986,-0.87355320793376
"15","amateur",-0.267415380949721,-0.777087576200713,-0.54005835418235
"16","ambacht",NA,NA,NA
"18","angst",-0.967893552191603,1.00798193270879,-0.96130702642808
"19","antwoord",0.60460153314228,1.56380316925792,-0.721869284205725
"20","apparaat",0.0871913892014914,0.103217221380887,-0.678814576082055
"21","arbeider",0.400044726577601,-0.418125988109328,-0.40807022567781
"22","arrangement",NA,NA,NA
"23","aspect",-0.429822057820883,-0.403185178319988,-0.875595110030938
"24","atoom",-1.40743778476566,-1.58156868999532,-0.828026616202048
"25","baan",-0.709897551391196,0.819905452787277,1.25058221249058
"26","baas",-0.244652281640765,0.708455962791204,2.5956968601008
"27","baby",-1.38019255609032,1.03244760268609,-1.41941606537705
"28","bad",-0.13139766399782,-0.239553703383475,3.97521156930068
"29","balans",-0.505412752344779,-0.356700765252835,-0.86766164931123
"30","band",-0.188826519621455,0.508765936950642,2.10798895534058
"31","bank",-0.545082483503896,0.748934836930508,0.97610784405962
"33","basis",-0.828657349895905,0.61892413366871,-1.07301560198211
"34","bedrag",-0.191125811502429,0.119907826669988,-0.325287967602041
"35","been",-0.467318708538832,0.576883700986854,1.90405583346394
"36","beer",-0.789428778684414,-0.39378457505236,1.63846287992166
"37","begin",-0.431745889189244,1.5078773749263,-0.386616786058841
"39","beheer",-0.093116613638913,-1.07309161015255,0.537735149168525
"40","behoefte",0.665851062337255,0.570434092089718,-0.153087375501894
"42","beker",-0.529162699793721,-0.646382031622605,0.47842023930305
"43","belading",NA,NA,NA
"44","belangrijkste",NA,NA,NA
"45","belasting",0.895252182182241,0.0975061056308131,-0.462014292180692
"46","beneden",0.501876270030122,1.50106043530392,-0.345096996304573
"48","besmetting",0.919034901152051,-1.15317049148598,-0.214811399334238
"49","bestand",0.228788070242,-0.251122059647898,-0.241888370771665
"51","beurs",-1.23133610899772,-0.419234448681323,-0.810802351756813
"52","beurt",-0.750696004991772,0.529249666282225,-0.0628224538562217
"54","bewijs",-0.517415765663854,0.97080273978507,-0.87109646649446
"56","bezit",-0.677686878365115,0.610258291461179,-0.581499739398285
"57","bibliotheek",1.67899280997728,0.308394787956443,-0.208427918006922
"62","blijven",0.471256428931109,2.35145696971953,-0.297763684791385
"63","blik",-0.730180684459793,0.647174524421451,0.42009253624695
"68","bocht",-0.733073998761834,-0.510103014986385,0.481487026047052
"69","boerderij",0.630781106618483,0.395328747992727,-0.600923942532754
"70","boete",-0.877359714285352,-0.731001544284807,0.310505862146032
"73","boosheid",-0.0880328981782637,-0.94743342795374,-0.625863263299663
"75","bot",0.216564905468903,-0.734040540909405,5.12482825848638
"77","bouw",-1.01840839765609,-0.591534308527058,1.76077333309726
"78","bouwer",-1.18580460253874,-2.17837844239665,-0.480091527616266
"82","breuk",-1.02850235989058,-0.772434847035519,-0.166846688926521
"90","bureau",-0.779041478064634,0.846074648295668,-0.886640993015715
"91","capaciteit",1.33428708461814,-0.664453172406692,-0.17976269445604
"92","carrière",NA,NA,NA
"93","centrum",0.159510926786338,0.406696880167531,-0.775649747141526
"94","cijfer",-0.703447985023612,-0.529721347875143,-0.771397316458099
"97","compliment",1.65689969466205,-0.114490328155497,-0.135404919766238
"98","concept",0.079276012592213,-0.5337972731368,-0.469108908339113
"99","concurrentie",2.74400432573312,-0.148787466699713,0.245213894295884
"100","conditie",0.666028684189102,-0.228943269600481,-0.318185807243382
"102","consequentie",NA,NA,NA
"103","contact",0.416376125956396,1.26773180966453,-0.506516261526669
"104","contract",0.780344840514099,0.323294873036683,-0.193553035334956
"105","crisis",-0.399158849460338,0.0144245895057879,-0.841050620428523
"106","dak",-0.431980678181125,0.169733005638609,2.8985478921143
"107","dame",-1.18824708852662,0.861655066420407,-0.837021150946811
"108","dans",-0.866037163856783,-0.0148964084529768,0.590354693255797
"109","deel",-0.626311432455011,1.26394752017165,1.11086010636164
"111","dek",-0.564068734503992,-0.540570650694152,2.94638348068291
"112","deken",0.24391513056913,-0.31562367449707,2.38851058215459
"113","democratie",1.73625353744352,0.127392663811148,-0.172924357298821
"114","depressie",0.624915289443911,-0.615459804647263,-0.100621486386271
"115","diameter",0.356280364049313,-1.96188987792531,-0.292319336171834
"116","dichter",0.295416989276143,0.500839012350503,0.233559032616026
"117","dichterbij",NA,NA,NA
"119","dik",-0.283438580016116,0.330115026744722,3.12921099406677
"121","doel",-0.537218318527236,0.734156873131068,1.66474230571954
"123","dokter",-0.118046423812957,1.47913756833483,-0.754145847270114
"127","dood",-0.249440538628655,1.7759485123054,1.97370547741975
"132","drama",-1.03265361534878,-0.316521299841318,-1.06300650724489
"135","drie",-1.43961257219606,1.98888132437838,-1.4592379179763
